start,end,text,speaker,trial,role,echo,description,on_topic
328440,332480,who's holding a bowl of food with a diamond shaped head.,I,,,,,
332480,334600,Which one of those two looks like that to you?,I,,,,,
334600,339600,And this one has a little diamond on top of his head,id12,,L,,,Y
339600,344600,and a bowl of triangles inside and with one way.,id12,,L,,,Y
345000,347160,"Oh, so is that when you're guess?",M,,,,,
347160,349880,"So we're gonna touch whichever one's our guess, okay?",M,,,,,
349880,351040,So you wanna touch it?,M,,,,,
351040,351880,Yeah.,M,,,,,
354040,354880,Great job.,M,5,,,,
358240,359080,Okay.,M,,,,,
359080,359920,I love it.,M,,,,,
359920,361480,What do you see?,M,,,,,
361480,366160,I see a diamond with a diamond head with two feet,id12,,S,,a diamond with a a diamond head with two feet,Y
366160,367640,and two arms.,id12,,S,,and two arms,Y
367640,369640,Hmm.,I ,,,,,
369640,371120,"Oh, that's okay.",I,6,,,,
371120,372360,We can try the next side.,I,,,,,
373240,375920,"All right, now you're gonna help us with the guess.",I,,,,,
375920,380920,I see a superhero with legs but with a head,id11,,S,,a superhero with legs but with a head,Y
382960,385800,coming out of his legs and a diamond crown.,id11,,S,,coming out of his legs and a diamond crown,Y
387160,392160,We see a superhero with legs and a head coming out.,I,,,,,
392160,394800,It's coming out of his legs and a diamond crown.,I,,,,,
394800,396200,And a diamond crown.,I,,,,,
396200,397040,Oops.,I,,,,,
397040,398720,Which one looks like that to you?,I,,,,,
398720,402720,Is it like a boat with a square with a couple of,id12,,L,,,Y
402720,404560,triangles here?,id12,,L,,,Y
404560,405800,Oh.,M,,,,,
405800,409000,So which one looks like what [id11] said though?,M,,,,,
409000,412800,What looks like a superhero with legs and a head?,M,,,,,
412800,413640,Two legs.,id11,,S,,two legs,Y
413640,416160,Two legs and a diamond crown.,M,,,,,
416160,420040,Which one looks like it has two legs and a diamond crown?,I,,,,,
420040,422400,"Oh, actually no, it looks different now.",id11,,S,,,Y
422400,427400,But I see there's legs there and then there's the arms,id11,,S,,there’s legs there and then there’s the arms,Y
428400,431720,coming in the middle and then the diamond-shaped head,id11,,S,,coming in the middle and then the diamond shaped head,Y
431720,432560,on the top.,id11,,S,,on the top,Y
432560,433400,I see you.,M,,,,,
433400,435960,So we have legs and then arms in the middle,M,,,Y,,
435960,437680,and a head on top.,M,,,Y,,
437680,439480,Which one looks like that to you?,M,,,,,
439480,440320,I don't know.,M,,,,,
440320,441160,,,,,,,
441160,442480,Alright touch your guess.,M,,,,,
444200,445040,Oh.,M,,,,,
445040,446040,That's okay.,M,7,,,,
447040,448840,"All right, we're gonna pass Marvion.",M,,,,,
448840,450760,Choo choo choo choo choo.,M,,,,,
450760,452000,Now it will be your turn.,M,,,,,
452000,452840,No.,id11,,L,,,
452840,453840,Hey.,I ,,,,,
453840,454840,Hi.,I,,,,,
454840,455840,Hi.,I,,,,,
455840,457680,He wants to guess.,I,,,,,
457680,459000,Are we going to help him guess?,I,,,,,
459000,459840,All right.,I,,,,,
459840,461480,So what do you see in the black box?,I,,,,,
461480,463120,A person.,id12,,S,,a person ,Y
463120,464760,A person.,I,,,Y,,
464760,467520,"Oh, that was a good guess.",I,8,,,,
469520,470360,Thank you for moving.,M,,,,,
470360,472240,"Smurfy, how do you see your turn, Smurfy?",M,,,,,
472240,473080,What do you see?,I,,,,,
473080,473920,Hmm.,I,,,,,
473920,476520,I see a boat with a tank.,id11,,S,,a boat with a tank,Y
476520,479280,I see a boat thing with the two triangles,id11,,S,,with the two triangles,Y
479280,482040,in the back with the square in the front.,id11,,S,,in the back with the square in the front,Y
482040,484560,So she said a boat with two triangles,M,,,Y,,
484560,486920,and the square in the front and a triangle in the back.,M,,,,,
486920,489560,"Oh, we don't want to put Smurfy in our mouth.",M,,,,,
489560,491160,We don't want to eat Smurfy.,M,,,,,
491160,492600,I bet he doesn't taste very good,M,,,,,
492600,493440,,,,,,,
493440,495200,So which one looks like a boat to you?,M,,,,,
496200,497080,This one.,id12,,L,,,Y
497080,498200,Top of your guess.,M,,,,,
500200,501640,Great job.,M,9,,,,
501640,502640,I'm gonna pass him on.,M,,,,,
502640,504120,Choo choo choo choo.,M,,,,,
504120,505200,Hmm.,M,,,,,
505200,507440,What do you see in the black box?,id11,,L,,,Y
507440,509480,"So [id12], what do we see in the black box?",M,,,,,
510440,515440,"Um, like a person with one leg and a triangle",id12,,S,,a person with one leg and a triangle,Y
516680,521680,on the holding a triangle with a diamond on the head.,id12,,S,,holding a triangle with a diamond on the head,Y
522240,524560,"Oh, great.",M,10,,,,
524560,527240, ,,,,,,
527240,528080,There you go.,I,,,,,
528080,529320,"Thank you, [id11].",I,,,,,
529320,530880,Now let's describe what we see.,I,,,,,
530880,532080,Hmm.,I,,,,,
532080,537080,I see legs with the arms in the middle of the diamond's head.,id11,,S,,legs with the arms in the middle of the diamond’s head,Y
537440,538960,Oh.,M,,,,,
538960,539800,Again.,id11,,S,,,
539800,540640,Again.,I,,,,,
540640,542480,Oh.,I,,,,,
542480,544160,We don't want Smurfy in our mouth.,M,,,,,
545520,547120,Which one do you think it is?,M,,,,,
549920,550920,Tap on your guess.,M,,,,,
553160,554000,"Oh, great.",M,11,,,,
554000,555320,Great.,M,,,,,
555320,556880,"Oh, I knew it.",id11,,L,,,
556880,558160,Here we go.,I,,,,,
558160,559200,Now what do we see?,I,,,,,
559200,560200,This is three.,I,,,,,
560200,563640,And this one.,I,,,,,
563640,565640,What does he look like?,I,,,,,
565640,569640,A person in half two ways with a square crown.,id12,,S,,a person in half two ways with a square crown,Y
571640,573240,Great.,M,,,,,
573240,574080,Yes.,I,12,,,,
574080,576640,You guys are helping Smurfy so well.,I,,,,,
577560,579160,"Now what do we see, [id11]?",I,,,,,
579160,583720,"Okay, I see a cooker with one leg",id11,,S,,a cooker with one leg,Y
583720,587480,that has a diamond shape head with a bowl of food.,id11,,S,,that has a diamond shape head with a bowl of food,Y
587480,588720,Oh.,M,,,,,
588720,591520,So a cooker with a diamond shape head and a bowl of food.,M,,,Y,,
591520,593440,"Which one looks like back to you, [id12]?",M,,,,,
595600,596640,Tap on your guess.,M,,,,,
598720,600040,Great.,M,13,,,,
600040,601960,"Let's see, let's see.",M,,,,,
601960,603440,All right.,M,,,,,
603440,605000,"[id12], what do you see?",M,,,,,
605000,609560,A boat and with a triangle tail,id12,,S,,a boat with a triangle tail,Y
609560,612880,and a little square on top of his head.,id12,,S,,and a little square on top of his head,Y
612880,614200,Oh.,M,,,,,
614200,615040,Yay.,M,,,,,
615040,615880,There he is.,M,,,,,
617640,618480,Oh my gosh.,M,,,,,
618480,621440,"Oh, thank you guys for playing our game.",M,,,,,
621440,624000,"All right, we're gonna turn off our camera.",M,,,,,
624000,625440,Do you guys want to turn off the camera?,M,,,,,
625440,626560,This is good thing.,M,,,,,
626560,627400,Good thing.,M,,,,,
627400,628240,Bye.,M,,,,,
628240,651320,"All right, we're gonna turn off the camera.",M,,,,,
