start,end,text,speaker,trial,role,echo,description,on_topic
121640,122720,You don't have to press it.,I,,,,,
122720,124520,Smiley.,id37,,S,,,
124520,125800,"Yeah, great.",I,1,,,,
125800,128200,So let's pass Smurfy on.,I,,,,,
128200,129480,I win.,id38,,S,,,
129480,132400,"Now hold on to Smurfy, [id37].",I,,,,,
132400,134560,What do you see in the black box?,I,,,,,
135600,136560,A dog.,id38,,S,,a dog,Y
136560,138320,"Do you see a dog, [id37]?",I,,,Y,,
138320,139160,Yes.,id37,,L,,,
139160,140000,Press it.,I,,,,,
142600,144760,"Only Smurfy presses, okay?",I,,,,,
144760,145600,There you go.,I,,,,,
145600,146880,Let's pass Smurfy on.,I,2,,,,
146880,148560,"Here you go, [id38].",I,,,,,
148560,151720,"Now, [id37], what do we see in the black box?",I,,,,,
153280,154480,What does it look like?,I,,,,,
155640,157360,Look.,id38,,L,,,
157360,158200,I know.,I,,,,,
158200,159560,"We can't show our screens, okay?",I,,,,,
159560,161560,We have to speak.,I,,,,,
161560,164280,"So [id37], what does this one look like to you?",I,,,,,
165440,167520,It looks like a horse.,id37,,S,,a horse,Y
167520,168960,A horse?,I,,,Y,,
168960,171200,"Which one looks like a horse to you, [id38]?",I,,,Y,,
172440,173960,Let's try to make a guess.,I,,,,,
173960,176600,Let's tap on the one you think it is.,I,,,,,
176600,177760,Great.,I,,,,,
177760,180240,Let's pass Smurfy on.,I,,,,,
180240,181080,Here you go.,I,3,,,,
182360,184680,"Now, [id38], what does that look like?",I,,,,,
188080,188920,Like a...,id38,,S,,,Y
192680,195680,Like a bend people.,id38,,S,,a bend people,Y
195680,197360,Like a bend people?,I,,,Y,,
197360,198720,Looks like a bend people.,I,,,,,
198720,200560,"Do you see one, [id37]?",I,,,,,
200560,202920,It looks like a bend people.,id37,,L,,,Y
202920,203880,Let's tap it.,I,,,,,
205040,206880,"Yeah, I'm not.",id38,,S,,,
206880,208760,"[id37]'s gonna tap, okay?",I,,,,,
208760,210120,"Great, my friend.",I,,,,,
210120,210960,"Okay, here you go.",I,,,,,
210960,212960,"Now, it'll be your turn to tap.",I,4,,,,
212960,217520,"[id37], what do we see in the black box, [id37]?",I,,,,,
219520,220360,Is it...,id37,,S,,,Y
222520,224520,It looks like-,id37,,S,,,Y
224520,225680,Take off it.,id38,,L,,,
225680,226520,Take off it.,I,,,,,
226520,228080,"What does it look like, [id37]?",I,,,,,
230080,231080,It looks like...,id37,,S,,,Y
233080,233920,A head.,id37,,S,,a head,Y
233920,235520,It looks like a head?,I,,,Y,,
235520,237120,Which one looks like a head to you?,I,,,,,
238920,241120,Let's tap on the one you think it is.,I,,,,,
244120,244960,Great.,I,5,,,,
244960,246520,Let's pass it on.,I,,,,,
247520,248520,Here you go.,I,,,,,
248920,251120,"Now, [id38], what does that look like?",I,,,,,
251120,253120,What does that look like?,I,,,,,
254720,256320,A people swimming.,id38,,S,,a people swimming,Y
256320,257520,People swimming.,I,,,Y,,
257520,258920,Do you see people swimming?,I,,,Y,,
258920,259520,Yeah.,id37,,L,,,Y
259520,260520,Let's tap it.,I,,,,,
263120,264920,"Great, my friend.",I,,,,,
264920,266120,"Here you go, [id38].",I,6,,,,
266120,266920,What?,I,,,,,
266920,270520,"I don't want to, go back, too long.",id38,,L,,,
270520,271920,Do you want to go back now?,I,,,,,
272920,274720,Or do you want to continue the game?,I,,,,,
276120,278920,"It'll end very soon, so do you want to continue?",I,,,,,
278920,281320,I want to play another game.,id38,,L,,,
281320,282720,Do you want to finish this game first?,I,,,,,
282720,285520,Or do you want to go back to the classroom now?,i,,,,,
285520,288720,I want to play outside.,id38,,L,,,
288720,290520,"Oh, outside?",I,,,,,
290520,291520,I'm playing.,id38,,L,,,
291520,293320,In the classroom? Outside?,I,,,,,
293320,294520,"Oh, okay.",I,,,,,
294520,296520,"Well, [id38] wants to go outside to play,",I,,,,,
296520,298520,so we will have to stop the game now,I,,,,,
298520,300720,"and we'll take you guys back to the classroom, okay?",I,,,,,
300720,302320,I'm going to the classroom.,id37,,S,,,
302320,304520,"Okay, give me one second, my friends.",I,,,,,
304520,309520,I have to put your name tags up.,I,,,,,
