start,end,text,speaker,trial,role,echo,description,on_topic
679000,681000,So what do you think?,M,,,,,
681000,683000,Go ahead and press it.,M,,,,,
683000,684000,Nice.,M,9,,,,
684000,686000,Here you are.,M,,,,,
686000,689000,Here you have Smurphy back.,I,,,,,
689000,695000,"What do they look like they're doing, [id5]?",I,,,,,
695000,697000,"Oh, we have these two again.",I,,,,,
697000,699000,We have someone.,I,,,,,
699000,702000,So what does it look like this person is doing?,I,,,,,
702000,704000,"Yeah, I got one.", ,,,,,
704000,707000,Okay., ,,,,,
707000,709000,Laying down.,id6,,L,,,Y
709000,714000,"[id6] asked, are they laying down, [id5]?",I,,,,,
714000,717000,Is the one in the box laying down?,I,,,,,
717000,719000,"No, it's not laying down.",I,,,,,
719000,722000,Someone holding something?,id6,,L,,,Y
722000,723000,Yes.,id6,,L,,,Y
723000,724000,Yeah?,I,,,,,
724000,726000,Should we press it?,I,10,,,,
726000,731000,"All right, my friends, we're going to play one more and then we got to get ready to go back to class, okay?",M,,,,,
731000,734000,Do you want to pass it to me?,I,,,,,
734000,736000,Thank you.,I,,,,,
736000,738000,What do you see?,I,,,,,
738000,741000,There you go.,I,,,,,
741000,747000,What do you see in the black box?,I,,,,,
747000,749000,Someone lying.,id6,,S,,someone lying,Y
749000,751000,I don't know.,id6,,S,,,Y
751000,755000,"What kind of shapes do you see, [id6]?",M,,,,,
755000,759000,Is this one in the black box?,I,,,,,
759000,765000,"Is it in the black box, [id6]?",I,,,,,
765000,766000,It's [id5].,I,,,,,
766000,768000,Let's turn to press it.,I,,,,,
768000,774000,Let's describe what we see.,I,,,,,
774000,777000,"[id5], we might get our hair out of our mouth.",M,,,,,
777000,779000,"It doesn't tastes really good, does it?",M,,,,,
779000,780000,"What do we see, [id6]?",I,,,,,
780000,782000,Is that a person?,I,,,,,
782000,783000,Yeah.,I,,,,,
783000,785000,What is this person doing?,I,,,,,
785000,787000,Holding something.,I,,,,,
787000,789000,What do you think?,I,,,,,
789000,791000,That's okay.,M,,,,,
791000,792000,It's okay.,M,,,,,
792000,793000,Okay.,M,,,,,
793000,796000,"All right, my friends, well thank you for playing our game.",M,,,,,
796000,799000,"All right, we're going to go turn off the camera, okay?",M,,,,,
799000,818000,"All right, and then we'll go straight back to snack.",M,,,,,
