gameId,game,start,end,text,speaker,trial,role,echo,description,on_topic
3WqKuHdhyJi4ojLSn,game8,78,83,And one of you is going to see a black box around one of your pictures.,R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,83,91,"If you have the black box around one of your pictures, that means we need to tell Smurfy which one of the pictures is in the black box.",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,91,96,"Okay, so if you see on your screen a black box around one of your pictures, that means you're the teller.",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,96,104,"And you're going to tell Smurfy what you see. If you're the person who's holding Smurfy, that means you're not going to see any black boxes on your screen.",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,104,111,And that means that you're the guesser. And so you're going to help Smurfy guess which picture has the black box around it.,R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,111,116,"Okay? If you and Smurfy guess the picture right, you're going to see a smiley face.",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,116,125,"If you guys guess the picture wrong, you'll see a frowny face. But that's okay because you'll have lots of chances to help Smurfy guess which picture has the blocks around it.",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,125,133,"Okay? So we're going to take turns guessing and telling. So if you have the black box around your picture, do you remember what we're going to do?",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,133,138,"We're going to tell Smurfy what we see in the box, okay?",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,138,146,"And if you're holding Smurfy, that means you're the guesser. And you're going to guess which picture has the box around it.",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,146,152,Okay? Are we ready to play? Okay. You can both tap on the blue box to start.,R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,152,158,"And we'll see. Oh, it's time to start. Who has the black box around one of their pictures?",R,NA,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,158,164,"That's you, [id154]. So you're going to be the teller. And then you're going to be the one helping Smurfy.",R,0,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,164,174,"You're going to be the guesser to guess which picture has the box. Okay, so [id154], you can tell [id153] which picture has the black box around it.",R,0,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,174,182,Can you explain it to him? What do you see in the black box?,R,0,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,NA,NA,An apple.,id154,0,S,NA,an apple,Y
3WqKuHdhyJi4ojLSn,game8,NA,NA,Apple.,id153,0,L,NA,NA,Y
3WqKuHdhyJi4ojLSn,game8,182,193,Can you help Smurfy touch which one? You have to touch it with your finger.,R,0,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,194,200,"Oh, that's okay. Just remember, hear what she says about which picture has the black box. But now it's your turn to tell.",R,1,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,200,207,"Okay? So it's [id153]'s turn to tell which picture has the black box and it's your turn to guess, [id154].",R,1,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,207,209,The apple.,id153,1,S,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,209,217,Tell her which picture has the black box around it. Tell [id154] and Smurfy.,R,1,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,217,222,The dog.,id153,1,S,NA,the dog,Y
3WqKuHdhyJi4ojLSn,game8,222,233,"Yay! Good job! Nice job! Okay, now you're the guesser, [id153], and you're the teller, [id154].",R,2,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,233,238,So you're going to tell [id153] which picture has the black box around it. Describe it to him.,R,2,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,238,245,"Um, a star.",id154,2,S,NA,a star,Y
3WqKuHdhyJi4ojLSn,game8,245,250,"Oh, that's okay. We can keep guessing. Okay, so now...",R,2,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,NA,NA,Mine was the action,id154,2,S,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,251,255,"Oh, it's okay. We'll keep trying to guess the answer, right? Yeah?",R,3,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,255,259,So you're going to be the guesser now with Smurfy. You're going to help [id153].,R,3,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,259,265,"And you're going to be the teller, [id153]. So you're going to tell Smurfy and [id154] which one of the pictures has the black box.",R,3,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,265,269,The star.,id153,3,S,NA,the star,Y
3WqKuHdhyJi4ojLSn,game8,269,272,Good job! You guys got it right!,R,4,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,272,278,"Okay, so now we're going to switch turns. So now you're the guesser, [id153], and you're the teller, [id154].",R,4,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,278,282,So you're going to tell [id153] and Smurfy which picture has the black box.,R,4,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,282,286,Um...,id154,4,S,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,286,289,"Yeah, describe it.",R,4,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,289,291,What do you see in that picture?,R,4,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,291,297,"Um, a minute box.",id154,4,S,NA,a minute box,Y
3WqKuHdhyJi4ojLSn,game8,297,299,Oh!,R,4,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,299,302,That's okay. We'll keep describing to each other.,R,5,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,302,307,"Okay, now you're going to be the guesser, [id154], and you'll be the teller, [id153].",R,5,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,307,311,So you tell [id154] and Smurfy what you see in the black box.,R,5,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,314,317,You have to describe to them. So tell them what you see in there.,R,5,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,317,322,"Um, the walking and the elf.",id153,5,S,NA,the walking and the elf,Y
3WqKuHdhyJi4ojLSn,game8,NA,NA,Which one?,id154,5,L,NA,NA,Y
3WqKuHdhyJi4ojLSn,game8,325,327,Pick which one you think.,R,5,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,328,331,"Good job! Great job, [id154].",R,6,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,331,338,"Okay, so now Smurfy's going to go here, you're the guesser, now [id153], and you're the teller, [id154].",R,6,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,338,341,"Um, it's...",id154,6,S,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,341,344,Tell them what you see in the box.,R,6,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,344,347,"Um, I don't know.",id154,6,S,NA,NA,Y
3WqKuHdhyJi4ojLSn,game8,347,350,What do you think it looks like?,R,6,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,350,359,It looks like...it looks like...it looks like a box.,id154,6,S,NA,a box,Y
3WqKuHdhyJi4ojLSn,game8,359,362,"Inside the box, what do you see?",R,6,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,NA,NA,"Umm, house.",id154,6,S,NA,house,Y
3WqKuHdhyJi4ojLSn,game8,367,369,Good job! Nice!,R,7,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,369,370,I was happy.,id153,7,S,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,370,372,You guys are doing such a good job.,R,7,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,372,377,"Okay, so now you're the guesser with Smurfy, and you're the teller, [id153].",R,7,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,377,380,You're going to tell them what you see in the black box.,R,7,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,380,382,You have to tell them what you see in there.,R,7,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,382,384,What does it look like?,R,7,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,384,386,An elf and a rock.,id153,7,S,NA,an elf and a rock,Y
3WqKuHdhyJi4ojLSn,game8,390,391,Yay!,R,7,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,391,392,Yay! Good job!,R,8,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,392,397,"Okay, now you're the guesser, [id153], with Smurfy, and you're the teller, [id154].",R,8,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,397,400,So you're going to tell [id153] and Smurfy what you see in your box.,R,8,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,400,402,A person.,id154,8,S,NA,a person,Y
3WqKuHdhyJi4ojLSn,game8,404,407,Yay! Good job! You guys are doing such a good job.,R,9,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,407,411,"Okay, now you're the guesser, [id154], with Smurfy, and [id153].",R,9,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,411,415,Now you're going to tell [id154] and Smurfy what you see in your box.,R,9,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,416,422,I see a flag and a machine.,id153,9,S,NA,a flag and a machine,Y
3WqKuHdhyJi4ojLSn,game8,425,427,"Oh, that's okay. We'll try again to get it right.",R,10,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,427,432,"Okay, so now you're the guesser, [id153], with Smurfy, and [id154], you're the teller.",R,10,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,432,435,So tell them what you see in the box.,R,10,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,435,444,"It looks like two things, and then it makes, and then it does that that and this.",id154,10,S,NA,"two things, and then it makes and then it does that that and this",Y
3WqKuHdhyJi4ojLSn,game8,448,451,"Oh, that's okay. That's alright. We'll try again.",R,11,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,451,453,"Just remember to listen to what she says, alright?",R,11,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,453,457,"Okay, now you're going to be the guesser, and you're going to be the teller, [id153].",R,11,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,457,460,So tell [id154] and Smurfy what you see in your box.,R,11,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,460,471,"I see a, I see a white L, and a silver here, and an L over here.",id153,11,S,NA,a white L and a silver here and an L over here,Y
3WqKuHdhyJi4ojLSn,game8,476,479,"Oh, that's okay. We'll try again, okay?",R,12,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,479,483,"Alright, so now you're going to be the guesser, [id153], and you're going to be the teller.",R,12,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,483,486,"[id154], so tell [id153] and Smurfy what you see in your box.",R,12,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,486,487,A person.,id154,12,S,NA,a person,Y
3WqKuHdhyJi4ojLSn,game8,491,493,"Yay, good job!",R,13,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,493,497,"Okay, now you're the guesser, [id154], and you're the teller, [id153].",R,13,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,497,499,So tell them what you see in your box.,R,13,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,499,503,I see a an L right here and a flag  right here.,id153,13,S,NA,an L right here and a flag right here,Y
3WqKuHdhyJi4ojLSn,game8,503,505,"Just in the box, okay?",R,13,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,505,507,"So whatever's in the box, you'll explain.",R,13,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,507,508,An L.,id153,13,S,NA,an L,Y
3WqKuHdhyJi4ojLSn,game8,511,514,"Yay, good job!",R,14,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,514,519,"Okay, now you're the guesser, [id153], with Smurfy, and you're the teller, [id154].",R,14,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,NA,NA,um um um it’s some stuff,id154,14,S,NA,some stuff,Y
3WqKuHdhyJi4ojLSn,game8,528,530,Did you hear what she said?,R,14,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,530,532,Whoa!,R,14,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,532,534,Yay! Good job!,R,15,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,534,540,"Okay, now Smurfy. You're going to be with [id154], you're the guesser, and now you're the teller, [id153].",R,15,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,540,542,So tell them what you see just in the black box.,R,15,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,542,544,A flag.,id153,15,S,NA,a flag,Y
3WqKuHdhyJi4ojLSn,game8,547,549,"Yay, good job!",R,16,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,549,555,"Okay, I'm going to take Smurfi from you. Now you're going to be the guesser, [id153], and you're the teller, [id154].",R,16,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,555,561,um um on the right [incomprehensible] there’s a line [incomprehensible],id154,16,S,NA,on the right there’s a line,Y
3WqKuHdhyJi4ojLSn,game8,564,565,Oh!,R,16,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,565,567,Good job! Nice job!,R,16,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,567,573,"Okay, now you're the guesser, [id154], and you're the teller, [id153]. So tell them what you see just in the black box.",R,17,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,573,575,"Um, an L.",id153,17,S,NA,an L,Y
3WqKuHdhyJi4ojLSn,game8,579,586,"Yay! Good job! Okay, now you're going to be the guesser, [id153], and you're the teller, [id154].",R,18,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,586,589,um um um there’s something,id154,18,S,NA,something,Y
3WqKuHdhyJi4ojLSn,game8,592,595,Yay! You guys are doing such a great job.,R,19,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,595,599,"Okay, now you're the guesser, [id154], and you're the teller, [id153].",R,19,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,599,603,I see a flag on a people and a gap.,id153,19,S,NA,a flag on a people and a gap,Y
3WqKuHdhyJi4ojLSn,game8,604,609,"Oh, that's okay. We'll try again, okay?",R,19,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,609,615,"We finished! Good job! Give me high five, both of you. You guys did such a good job!",R,19,NA,NA,NA,NA
3WqKuHdhyJi4ojLSn,game8,615,619,"Okay, I'm going to turn off the camera really quick, okay? Then we can go back to class.",R,19,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,0,0.84,Hi.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,0.84,4.12,"Hi, okay, now we're on camera.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,4.12,6.88,"Thank you both for playing my game,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,6.88,9.2,[id158] and [id157].,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,9.2,11.28,"Okay, so today we're gonna play",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,11.28,13.2,a really fun matching game.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,13.2,14.56,Are you guys ready?,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,14.56,17.94,"Okay, but first we're gonna practice touching our iPads",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,17.94,21.44,"by playing a really fun bubble popping game, okay?",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,21.44,22.96,"So once you see a bubble, you just...",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,22.96,27.08,"Wait a second, I've done this before on my dad's iPad.",id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,27.08,28.48,You've done it before?,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,28.48,29.92,"Oh yeah, then you'll be a pro.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,29.92,32.48,You're just gonna touch all of the bubbles that you see.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,32.48,35.48,I do the alphabet with a special pad,id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,35.48,37.32,and I play with my daddy too.,id157,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,37.32,38.16,Really?,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,38.16,41.28,And I also had a tray flutter,id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,41.28,43.4,and then it came up some fun stuff,id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,43.4,45.8,and then one of those were popping bubbles.,id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,45.8,47.48,"Wow, that's amazing.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,47.48,48.8,So you guys are gonna be so good at this.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,48.8,50.16,So you're gonna touch the blue button,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,50.16,51.76,in the middle of your iPad to start,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,51.76,53.8,and then you're gonna touch all of the bubbles,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,53.8,56.56,that you see on your screen and just make them pop.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,56.56,57.68,"Yeah, you're gonna touch it to start.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,57.68,59.56,"Yeah, good, there you go.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,59.6,61,"Good job, [id158].",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,61.88,63.2,All mine are done.,id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,63.2,64.96,"Good job, [id157].",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,65.88,67.64,You guys are doing so good.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,71.2,72.96,"Wait, there's another popping.",id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,72.96,74.48,"Oh, there we go.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,74.48,75.48,Good job.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,75.48,78.12,"Okay, I'm gonna take the iPad from you real quick.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,78.12,80.68,We're gonna wait for [id157] to finish.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,80.68,81.96,"Good job, [id157].",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,83.68,84.76,Just a few more.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,86.76,87.6,Good job.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,89.68,90.52,Good job.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,94.44,95.28,Good job.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,100.92,101.76,Give me high five.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,101.76,102.8,Both of you guys are so good.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,102.8,104.56,"Okay, now I'm going to explain",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,104.56,106.56,"the matching game to you both, okay?",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,106.56,107.88,"So in our matching game,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,107.88,110.28,"we're gonna help our friend, Smurphy.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,110.28,112.2,"This is Smurphy, do you wanna say hi?",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,112.2,113.56,"Hi, [id157].",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,113.56,114.4,Hi.,id157,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,114.4,115.68,"Hi, [id158].",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,115.68,117.08,"Okay, so in this game,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,117.08,119.56,we're gonna help Smurphy guess some pictures.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,119.56,121.84,"So on each of your screens,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,121.84,124.96,"you guys are gonna see two pictures, okay?",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,124.96,127.76,But one of you is going to see a black box,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,127.76,129.48,around one of the pictures.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,129.48,131.8,Smurphy's job is to guess,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,131.8,133.2,which one of these pictures,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,133.2,135.52,"has the black box around it, okay?",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,135.52,137.96,"So if you see the black box around your screen,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,137.96,140.08,that means that you're the teller.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,140.08,142.48,And that means that you're gonna tell Smurphy,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,142.48,145.32,"which one of these pictures has the black box around it,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,145.32,146.16,which means you're gonna have,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,146.16,148.88,"to describe what's inside the box, okay?",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,148.88,152.4,"If you have these on your screen without any black box,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,152.4,153.88,that means you're the guesser.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,153.88,155.64,"And you're gonna be holding Smurphy,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,155.64,157.24,and you guys are gonna be guessing,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,157.24,159.4,which picture has the black box.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,159.4,162.28,You're gonna press the picture you think has the black box.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,162.28,163.68,"If you guys get it right,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,163.68,165.44,you're gonna see a happy face.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,165.44,166.88,"If you guys guess it wrong,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,166.88,168.68,"you'll see a frowny face, but that's okay,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,168.68,170.48,because you guys are gonna have lots of chances,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,170.48,173.04,"to help Smurphy guess the right picture, okay?",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,173.04,175.24,So we're gonna switch places every time,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,175.28,177.16,who's the guesser and who's the teller.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,177.16,179.52,"So if you see a black box around your screen,",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,179.52,180.56,who are you?,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,180.56,181.4,The teller.,id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,181.4,183.96,"You are the teller, that's correct, [id158].",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,183.96,186.2,And if there's no black box around your screen,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,186.2,188.56,"and holding Smurphy, you are the …",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,NA,NA,guesser,id158,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,188.56,190.28,"Guesser, good job.",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,190.28,192.68,"Okay, we're gonna start, you guys ready?",R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,192.68,195.04,You're just gonna press the blue box to get started.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,195.04,196.44,And then we'll see who has the black box,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,196.44,198.08,around their picture first.,R,NA,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,199.28,202.76,"Okay, who has the black box?",R,0,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,202.76,205.16,"Oh, you have the black box, so you're gonna be the teller.",R,0,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,205.16,206.24,"You're gonna be the teller, [id158],",R,0,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,206.24,208,"and you're gonna be the guesser, [id157].",R,0,NA,NA,NA,NA
uCwEzJArNkeqC8DPM,game10,208,210.56,"So, [id158], tell [id157] and Smurphy",R,0,NA,NA,NA,NA
