trial,gameId,words,target,distractor
5,agAoF77MYYBc2KGLh,a square and a pointy thing on the other side,dancer,zombie
5,bQQdJ8kC5uKYc7xbb,"triangles, triangles",bunny,dancer
5,cpaM8z4mzevNTgp9W,candy,baby,zombie
5,eYARBXoqF7mdFzui6,a chair,baby,bunny
5,egcWimukrEpCBzMst,someone walking in clothes and they don’t see the possum,zombie,bunny
5,fwqatWCkXaJQfvkn2,"kind of strange, strange thing",dancer,zombie
5,gZBFkYh7KzvX54oiG,the stomp hero,zombie,bunny
5,hhgH3qxpXmvGT7bBS,a triangle on top,baby,bunny
5,hwsb4A7YdQaangawz,on the side of the one you just told me,dancer,baby
5,hwtLvim5zdhScLEg4,a dancer,dancer,baby
5,odohRrMxG3FfX4xMQ,has a shoe but on the top this is a diamond,dancer,baby
5,qKvDzndtLRHdnA93s,a shoe,dancer,baby
5,siqgDfwwvXutvEif8,a diamond and a chair,baby,bunny
5,tMqYmPhQXDtTs3dNd,"a horse, a man",zombie,baby
5,uw4Hv2cS5RgAxMQPS,"a sun and stairs, a girl that is kneeling down, the girl has the tape, the girl that has the dress",dancer,bunny
5,wL7EjQmFuYxmHo6Ws,"a house with a diamond, on the top",baby,bunny
5,zSNrxaAjN8X8xcMGQ,"blocks, a person, a stay still people, this guy is so small and it stays still",baby,zombie
6,3nbqrK7ZNYhtaS5Ko,a diamond,baby,bunny
6,5EaTR8ZGFDCyFdwkf,the big spot and then the little spot on top,baby,dancer
6,6qtxht66CPuAbKqzz,"like a L, but it’s not an L, the L part is bending this way with a triangle and a square, it’s holding onto this thing that’s sticking up, one thing that’s sticking up with a triangle",dancer,bunny
6,6sYhrNGKfSytZ28qg,an arrow,baby,bunny
6,7f52Qvo3WtHSDBBiT,a walking person,zombie,baby
6,DL7ddsvxyC39tP4TL,a person walking but with no arms,zombie,dancer
6,DRHtzr7ykXWJA4nFR,a kid,baby,zombie
6,ExNxH8bdgq2WnajcJ,"a boot, points on the top, a square with a middle",bunny,zombie
6,FE4m6DqfbQWmwgniQ,a snail,dancer,zombie
6,HErfYAkWib7yZteR2,a people,zombie,baby
6,HTwFJLfWj4A8u7QGj,"a shoe, bottle not in the square box",bunny,baby
6,MKgFM7dNwHBspHZpW,a person with a bow on their head,bunny,baby
6,NFd7tdjLvdX2zjRNZ,a mountain with a bone on it,bunny,dancer
6,SMwumSqBHRTBS4fK9,"a shape that has a trunk on the front, a pointy triangle on the top",bunny,zombie
6,XdB6EQahFnDworHaK,this mark is for large to you,dancer,bunny
6,agAoF77MYYBc2KGLh,"a square on the back, a pointy bit sticking up",zombie,dancer
6,bQQdJ8kC5uKYc7xbb,"triangles in the bottom, a swirl on the top",zombie,bunny
6,cpaM8z4mzevNTgp9W,a bunny,dancer,zombie
6,eYARBXoqF7mdFzui6,a human,zombie,dancer
6,egcWimukrEpCBzMst,"a shoe that has one spike that’s big, and one other one that’s smaller and that’s a square, and a top of a shoe that has a little, triangle at the bottom",bunny,dancer
6,fqzpvRcLPLGuHsYJy,"box, a person in the door",baby,zombie
6,gZBFkYh7KzvX54oiG,"straight thing, at the bottom I got a turban, at the top I got a diamond",baby,dancer
6,gh5m6L567Rj8kDBb7,a bunny,bunny,baby
6,hhgH3qxpXmvGT7bBS,a little pointy head walking like in the front,zombie,dancer
6,hwsb4A7YdQaangawz,a koala walking that has a backpack,zombie,bunny
6,hwtLvim5zdhScLEg4,the banana,baby,zombie
6,odohRrMxG3FfX4xMQ,a person sitting down in a chair,baby,zombie
6,qKvDzndtLRHdnA93s,"a hanger for a dad when they go to work, a person walking, a diamond on the top and a shape on the bottom that I don’t know",baby,zombie
6,siqgDfwwvXutvEif8,"a down face, with a neck on the ground and a feet, and one feet is going down one feet up, and a square on the leg",dancer,baby
6,tMqYmPhQXDtTs3dNd,"horse, a snail, a snail, an arrow",dancer,baby
6,uw4Hv2cS5RgAxMQPS,"a tower, and stairs",baby,bunny
6,wL7EjQmFuYxmHo6Ws,a dog,dancer,bunny
6,zSNrxaAjN8X8xcMGQ,"blocks, a shoe, a stay still person and a shoe, a shoe",bunny,baby
7,3nbqrK7ZNYhtaS5Ko,"a diamond, a square",dancer,baby
7,5EaTR8ZGFDCyFdwkf,the one laying down,zombie,dancer
7,6qtxht66CPuAbKqzz,"a wish, a square",zombie,dancer
7,6sYhrNGKfSytZ28qg,"a people, a person",zombie,baby
7,7f52Qvo3WtHSDBBiT,"a kangaroo that has a diamond on her head, a diamond",dancer,zombie
7,DL7ddsvxyC39tP4TL,a square thing,baby,zombie
7,ExNxH8bdgq2WnajcJ,an exercise like this,dancer,zombie
7,FE4m6DqfbQWmwgniQ,a square,zombie,baby
7,HErfYAkWib7yZteR2,a person,baby,dancer
7,HTwFJLfWj4A8u7QGj,"a fox that has a beautiful, a fox that is like that, a fox that has his foot up in like a triangle",zombie,dancer
7,M9MY6utuCtjoGaZMP,"a scorcher, the bigger one, pointy on the bottom, and the top and the other top, a square, a triangle here, and another triangle",bunny,baby
7,MKgFM7dNwHBspHZpW,a person with a backpack,zombie,dancer
7,SMwumSqBHRTBS4fK9,"a bunny kind of shape, like a triangle on top",baby,bunny
7,XdB6EQahFnDworHaK,"a sausage, It is large enough to help,, and yes, to walk, and yes, to slay., so so so and it has a, diamond, on the very very beginning",baby,bunny
7,agAoF77MYYBc2KGLh,two pointy things sticking up,bunny,baby
7,bQQdJ8kC5uKYc7xbb,"a diamond, and a triangle on the top, one triangle on the bottom",dancer,zombie
7,cpaM8z4mzevNTgp9W,"a hammer, a head looking down, a sculpture",zombie,dancer
7,eYARBXoqF7mdFzui6,"a ramp, paper",dancer,baby
7,egcWimukrEpCBzMst,this bow with a square that’s on tipping like this,baby,zombie
7,gZBFkYh7KzvX54oiG,"one triangle and a square, a square one",dancer,baby
7,hhgH3qxpXmvGT7bBS,"a triangle on top, like a square",dancer,zombie
7,hwsb4A7YdQaangawz,a bunny,bunny,zombie
7,hwtLvim5zdhScLEg4,a people,bunny,baby
7,odohRrMxG3FfX4xMQ,a shoe and on the top it has a little bow,bunny,zombie
7,qKvDzndtLRHdnA93s,"something on the top, a diamond on the top, a person walking with no hands",zombie,bunny
7,siqgDfwwvXutvEif8,a square and a leg and two triangles on the top,bunny,dancer
7,tMqYmPhQXDtTs3dNd,a slide,bunny,dancer
7,uw4Hv2cS5RgAxMQPS,"a tail, has a tail, the tad, two triangle, a triangle, and one triangle, and a big triangle, the person",bunny,zombie
7,wL7EjQmFuYxmHo6Ws,"a steep hill with a box, and some triangles on top, they’re on top of each other, and that’s all",bunny,baby
7,zSNrxaAjN8X8xcMGQ,a guy that has a leg,zombie,dancer
8,3nbqrK7ZNYhtaS5Ko,a diamond,baby,zombie
8,5EaTR8ZGFDCyFdwkf,"a train, a big dot and a little diamond on top",baby,dancer
8,6qtxht66CPuAbKqzz,"the same one we did this time, the triangle and now a triangle attached with a square, a triangle, and a triangle",bunny,dancer
8,7f52Qvo3WtHSDBBiT,"a person that’s walking and has a square, like on his shoulder",zombie,dancer
8,DL7ddsvxyC39tP4TL,the person walking with a bag,zombie,dancer
8,ExNxH8bdgq2WnajcJ,"the one earlier, that’s the one I didn’t get right, the one I got wrong, a square on the back and the head is going down",zombie,dancer
8,FE4m6DqfbQWmwgniQ,a diamond,zombie,dancer
8,HErfYAkWib7yZteR2,a people,dancer,baby
8,HTwFJLfWj4A8u7QGj,"a black guy with triangles on top of his head, the black guy who looks like the fox",zombie,baby
8,M9MY6utuCtjoGaZMP,a bunny,bunny,zombie
8,MKgFM7dNwHBspHZpW,a person sitting in a chair,bunny,zombie
8,NFd7tdjLvdX2zjRNZ,"running with, a curved rectangle with a point on it",baby,dancer
8,SMwumSqBHRTBS4fK9,"a triangle on the side, also one on the top side, a square that looks like a diamond",zombie,baby
8,XdB6EQahFnDworHaK,"This part does not help to help,, and not this you,, it does not help the Thomas in large inner track.",dancer,bunny
8,bQQdJ8kC5uKYc7xbb,"two triangles on the top, and then the bottom there is, kind of a triangle",bunny,zombie
8,cpaM8z4mzevNTgp9W,"looking down, something looking down",zombie,baby
8,eYARBXoqF7mdFzui6,"a ramp, a human",baby,dancer
8,egcWimukrEpCBzMst,weird looking picture window,baby,dancer
8,fqzpvRcLPLGuHsYJy,guys,dancer,bunny
8,gZBFkYh7KzvX54oiG,"curve, triangle at the bottom, a triangle at the top and a square at the top, two triangles on this one, and this one has one triangle and one square",dancer,bunny
8,gh5m6L567Rj8kDBb7,"yeti, a banana",zombie,baby
8,hhgH3qxpXmvGT7bBS,"a diamond on top and like two... one of these on top and one of these on the bottom., something like laying down like a shape like this",dancer,bunny
8,hwsb4A7YdQaangawz,a shoe,dancer,zombie
8,hwtLvim5zdhScLEg4,a dinosaur,dancer,zombie
8,odohRrMxG3FfX4xMQ,"shoe, necktie, name tag, a shirt",dancer,baby
8,qKvDzndtLRHdnA93s,a diamond on the top and it looks like a shoe,dancer,zombie
8,siqgDfwwvXutvEif8,"a piece of shape on it, it’s making, something sticks and there’s a square on it, for a face and then there’s one that looks like this, one part there and one part there, a bunny, a bunny sitting down",bunny,baby
8,tMqYmPhQXDtTs3dNd,"banana worms, a little worm, a diamond",baby,dancer
8,uw4Hv2cS5RgAxMQPS,"one shape, a thing, like this, a triangle and a square and a big, connects like a square, maybe a rectangle, I don’t know what shape",bunny,dancer
8,wL7EjQmFuYxmHo6Ws,a person sitting,baby,dancer
8,zSNrxaAjN8X8xcMGQ,"a man that has like a tag on his back, a shoe",zombie,bunny
9,3nbqrK7ZNYhtaS5Ko,a square,dancer,bunny
9,5EaTR8ZGFDCyFdwkf,"the one laying down, too big",dancer,baby
9,6qtxht66CPuAbKqzz,the same thing as last time,baby,bunny
9,6sYhrNGKfSytZ28qg,another people,zombie,dancer
9,7f52Qvo3WtHSDBBiT,the same thing,dancer,zombie
9,ExNxH8bdgq2WnajcJ,"a square on the back, a triangle, square on the back, a little over here",dancer,zombie
9,FE4m6DqfbQWmwgniQ,a square,dancer,bunny
9,HTwFJLfWj4A8u7QGj,a bottle,baby,bunny
9,M9MY6utuCtjoGaZMP,"a square on top, and a triangle on the top, and a triangle on the top, a triangle on the body, a triangle on the back, another triangle on the neck part",dancer,bunny
9,MKgFM7dNwHBspHZpW,a dog with a square,dancer,baby
9,NFd7tdjLvdX2zjRNZ,a bone on the head and a square,bunny,zombie
9,SMwumSqBHRTBS4fK9,a mountain,bunny,baby
9,XdB6EQahFnDworHaK,a sausage,baby,bunny
9,bQQdJ8kC5uKYc7xbb,triangles and diamonds on the top,dancer,zombie
9,eYARBXoqF7mdFzui6,"ramp, a lamp",dancer,bunny
9,egcWimukrEpCBzMst,this weird shoe,bunny,zombie
9,fqzpvRcLPLGuHsYJy,"a dog, a black dog, not the person",zombie,baby
9,gZBFkYh7KzvX54oiG,a diamond on the top,baby,zombie
9,hhgH3qxpXmvGT7bBS,some triangles on top,bunny,dancer
9,hwsb4A7YdQaangawz,walking with a backpack,zombie,dancer
9,hwtLvim5zdhScLEg4,a dinosaur,zombie,bunny
9,odohRrMxG3FfX4xMQ,a shoe and it has a bun but on top,bunny,dancer
9,qKvDzndtLRHdnA93s,"a bow tie, something that dad would wear when they go to work, the diamond on the back, a diamond on the back of this person with no hands, a diamond on the top, a bow tie that dad would wear when they go to work",baby,zombie
9,siqgDfwwvXutvEif8,"a square and a, triangle, a pizza slice, and another pizza slice on its bottom",dancer,bunny
9,tMqYmPhQXDtTs3dNd,a bunny and a slide,bunny,zombie
9,uw4Hv2cS5RgAxMQPS,"the black box on the tower, a door",dancer,baby
9,wL7EjQmFuYxmHo6Ws,"the same thing, a steep hill, a person with two triangles on his head",bunny,zombie
9,zSNrxaAjN8X8xcMGQ,a funny shoe,dancer,baby
10,3nbqrK7ZNYhtaS5Ko,"a diamond, square, a diamond",bunny,baby
10,5EaTR8ZGFDCyFdwkf,the ramp with the thing on top,bunny,baby
10,6qtxht66CPuAbKqzz,a person with a square on the back,zombie,baby
10,6sYhrNGKfSytZ28qg,a bunny,bunny,baby
10,7f52Qvo3WtHSDBBiT,a banana that has a diamond on it,baby,bunny
10,DL7ddsvxyC39tP4TL,a woman’s shoe ties a string,bunny,dancer
10,DRHtzr7ykXWJA4nFR,"a kitty, a little baby",baby,dancer
10,ExNxH8bdgq2WnajcJ,"this way, a point on the top, a point going this way, it goes like this and then it goes this way, and then it goes right down, and then it goes this way again, and then it goes that way, it goes that way, and then it goes straight this way, and then it goes up this way, and then it goes up this way, this goes this way, and then it goes again, a point, the point is on the top, the point is not on the back, on the top, a pointy goody",baby,zombie
10,FE4m6DqfbQWmwgniQ,a jail,bunny,zombie
10,HTwFJLfWj4A8u7QGj,a shoe,bunny,baby
10,M9MY6utuCtjoGaZMP,tree er,baby,dancer
10,MKgFM7dNwHBspHZpW,a person on a hike,baby,zombie
10,NFd7tdjLvdX2zjRNZ,"a square with a triangle that doesn’t look like a triangle, and another triangle that doesn’t look like a triangle, and a bended rectangle",dancer,bunny
10,SMwumSqBHRTBS4fK9,"a triange on the front, on the back top, a diamond, or square",dancer,bunny
10,XdB6EQahFnDworHaK,"the large, this you, and the large and huge",zombie,dancer
10,bQQdJ8kC5uKYc7xbb,"a swirl on the top, triangles on the bottom",zombie,bunny
10,cpaM8z4mzevNTgp9W,a bunny,bunny,dancer
10,egcWimukrEpCBzMst,a man with a square on his back,zombie,baby
10,fqzpvRcLPLGuHsYJy,"this, a hollywood",baby,dancer
10,gZBFkYh7KzvX54oiG,"a big hill but it only got two, two triangles",bunny,dancer
10,gh5m6L567Rj8kDBb7,"a bird with a little flag on its back walking, this one, a flag that has what he said about",dancer,zombie
10,hhgH3qxpXmvGT7bBS,something like a square here,zombie,bunny
10,hwsb4A7YdQaangawz,a sausage that has a leaf,baby,dancer
10,hwtLvim5zdhScLEg4,"a dinosaur, a banana, One, two, three, four, five, six, seven, eight, nine, ten.",bunny,baby
10,odohRrMxG3FfX4xMQ,a person having a necktie out,baby,dancer
10,qKvDzndtLRHdnA93s,a bow tie on the top of a shoe,bunny,zombie
10,siqgDfwwvXutvEif8,"its heads down and one foot down, and one foot up and square on its back, and a part for its body",zombie,bunny
10,tMqYmPhQXDtTs3dNd,banana snail,dancer,baby
10,uw4Hv2cS5RgAxMQPS,"a door with a square, the guy who put it on his shoe, a square up and a door and a thing that links this",baby,zombie
10,wL7EjQmFuYxmHo6Ws,a dog with a triangle,dancer,baby
10,zSNrxaAjN8X8xcMGQ,a shoe,bunny,zombie
11,3nbqrK7ZNYhtaS5Ko,a square,zombie,baby
11,5EaTR8ZGFDCyFdwkf,the one walking,zombie,baby
11,6qtxht66CPuAbKqzz,a square,dancer,baby
11,6sYhrNGKfSytZ28qg,a boat cuz it has this and that,baby,bunny
11,7f52Qvo3WtHSDBBiT,a kangaroo,bunny,baby
11,DRHtzr7ykXWJA4nFR,bunny,dancer,bunny
11,FE4m6DqfbQWmwgniQ,a diamond,baby,dancer
11,HTwFJLfWj4A8u7QGj,"a shoe, a bottle, a shoe",dancer,baby
11,M9MY6utuCtjoGaZMP,"a person holding something, a person holding, a bag of something, a bag of something, a bunch of this on the face, and a the square, the same shape as",zombie,baby
11,MKgFM7dNwHBspHZpW,a person doing high kick,zombie,baby
11,NFd7tdjLvdX2zjRNZ,a square on the back and feet,zombie,bunny
11,SMwumSqBHRTBS4fK9,a bun,baby,dancer
11,XdB6EQahFnDworHaK,"a shoe, a triangle shoe, that has a ribbon on the very very top",bunny,baby
11,bQQdJ8kC5uKYc7xbb,diamond on the top,baby,dancer
11,cpaM8z4mzevNTgp9W,candy,baby,zombie
11,eYARBXoqF7mdFzui6,person,zombie,baby
11,egcWimukrEpCBzMst,"this thing, part of a square and the square tipping over, and the part of the square is facing down on the back",dancer,bunny
11,gZBFkYh7KzvX54oiG,has a stomp,zombie,bunny
11,hhgH3qxpXmvGT7bBS,"a triangle, a triangle on the head, on the head",baby,zombie
11,hwsb4A7YdQaangawz,a bunny,bunny,dancer
11,odohRrMxG3FfX4xMQ,a person that has something on the back,zombie,dancer
11,qKvDzndtLRHdnA93s,something that has a diamond on top,zombie,baby
11,siqgDfwwvXutvEif8,"a diamond on its head, and it’s like a rocker chair",baby,bunny
11,tMqYmPhQXDtTs3dNd,"people watching at work, this one man",zombie,bunny
11,wL7EjQmFuYxmHo6Ws,"some kind of creature, that if this is up, one is down like this, and it’s heading for him down, and they’ll sway on his back",zombie,bunny
11,zSNrxaAjN8X8xcMGQ,a face to a funny person,baby,zombie
12,3nbqrK7ZNYhtaS5Ko,a square,dancer,baby
12,5EaTR8ZGFDCyFdwkf,"the one that’s sitting, sitting down",dancer,baby
12,6qtxht66CPuAbKqzz,a person with a square on the back,zombie,bunny
12,6sYhrNGKfSytZ28qg,a person,zombie,dancer
12,7f52Qvo3WtHSDBBiT,a square on top of his shoulder,dancer,bunny
12,DL7ddsvxyC39tP4TL,a jar,baby,zombie
12,DRHtzr7ykXWJA4nFR,a foot,baby,dancer
12,ExNxH8bdgq2WnajcJ,"rainbow, a rainbow, a rainbow spinner wheelie, shiny, it goes this way, the points go this way, this way and that way, both ways, not the point behind the person",baby,zombie
12,FE4m6DqfbQWmwgniQ,a jail,bunny,baby
12,HTwFJLfWj4A8u7QGj,a shoe,dancer,bunny
12,MKgFM7dNwHBspHZpW,a woman with a hat,dancer,bunny
12,NFd7tdjLvdX2zjRNZ,"a bended rectangle and a triangle that doesn’t look like a triangle, and now a triangle, and a square",dancer,baby
12,SMwumSqBHRTBS4fK9,"a triangle on the front, the middle, a diamond, and on the top two triangles",bunny,baby
12,XdB6EQahFnDworHaK,this part the rainbow is very pretty,baby,dancer
12,bQQdJ8kC5uKYc7xbb,"swirl on the top, triangles on the bottom",zombie,dancer
12,cpaM8z4mzevNTgp9W,a bunny,bunny,zombie
12,eYARBXoqF7mdFzui6,a lamp,dancer,baby
12,egcWimukrEpCBzMst,weird looking shoe,dancer,baby
12,fqzpvRcLPLGuHsYJy,"this, this, guys",dancer,bunny
12,gZBFkYh7KzvX54oiG,dancing,zombie,bunny
12,gh5m6L567Rj8kDBb7,"a pterodactyl with a flag on its back, a pterodactyl with a flag on its back",baby,dancer
12,hhgH3qxpXmvGT7bBS,a little diamond thing on top of the head,baby,bunny
12,hwsb4A7YdQaangawz,a bunny,bunny,dancer
12,hwtLvim5zdhScLEg4,the banana,dancer,baby
12,odohRrMxG3FfX4xMQ,a shoe,dancer,zombie
12,qKvDzndtLRHdnA93s,diamond on here and it’s on a shoe,dancer,zombie
12,siqgDfwwvXutvEif8,"a head down, the triangle is shaped and it has a little pointy part, on its nose and it has a square, a long square body",dancer,baby
12,tMqYmPhQXDtTs3dNd,"a worm, a worm",baby,zombie
12,uw4Hv2cS5RgAxMQPS,"a girl that is kneeling down, the other one with a tower",dancer,baby
12,wL7EjQmFuYxmHo6Ws,a person with a diamond on the top,baby,zombie
12,zSNrxaAjN8X8xcMGQ,"a cat’s shoe, another shoe",bunny,baby
13,3nbqrK7ZNYhtaS5Ko,a diamond,baby,zombie
13,5EaTR8ZGFDCyFdwkf,the one walking,zombie,dancer
13,6qtxht66CPuAbKqzz,"the same thing as last time, the triangle and then a triangle connected with a square and the triangle, the other one",baby,bunny
13,6sYhrNGKfSytZ28qg,a boat,baby,bunny
13,7f52Qvo3WtHSDBBiT,a banana and a diamond top,baby,dancer
13,DL7ddsvxyC39tP4TL,a woman’s shoe,dancer,bunny
13,FE4m6DqfbQWmwgniQ,a square,dancer,zombie
13,HTwFJLfWj4A8u7QGj,a shoe,bunny,baby
13,MKgFM7dNwHBspHZpW,a person walking with backpacks,zombie,baby
13,NFd7tdjLvdX2zjRNZ,"a square on the back, and feet, pointy nose",zombie,bunny
13,SMwumSqBHRTBS4fK9,a bunny,baby,dancer
13,XdB6EQahFnDworHaK,"triangle just has a rebound on the very, very, very, very top.",bunny,baby
13,bQQdJ8kC5uKYc7xbb,a diamond and a triangle on the top,dancer,bunny
13,cpaM8z4mzevNTgp9W,a head looking down,zombie,dancer
13,eYARBXoqF7mdFzui6,a human,zombie,baby
13,egcWimukrEpCBzMst,"this guy walking in here without being seen, a square on his back?",zombie,bunny
13,gZBFkYh7KzvX54oiG,"two triangles, two things, a square one, a mouth, but a square mouth, two triangles like his ears",bunny,dancer
13,gh5m6L567Rj8kDBb7,a pterodactyl with a flag on its back,dancer,baby
13,hhgH3qxpXmvGT7bBS,"a little square on the top of the head, no, maybe on the neck, in the back of the head, in the back of the, a body like this",dancer,zombie
13,hwsb4A7YdQaangawz,the man walking and he has a backpack,zombie,baby
13,hwtLvim5zdhScLEg4,the banana,baby,zombie
13,odohRrMxG3FfX4xMQ,a person that’s sitting down,baby,dancer
13,qKvDzndtLRHdnA93s,"a diamond on the top, in the middle, two triangles on the top",bunny,zombie
13,siqgDfwwvXutvEif8,"a diamond on its head, it’s like a rocker chair",baby,dancer
13,tMqYmPhQXDtTs3dNd,a people was sleeping,dancer,bunny
13,uw4Hv2cS5RgAxMQPS,a man who taken her pudding on his tooth and a tower,zombie,baby
13,wL7EjQmFuYxmHo6Ws,"a whale going down, square at the top, and a triangle to hold it up",dancer,zombie
13,zSNrxaAjN8X8xcMGQ,"a shoe, a stay still funny person, a people that stays still and then it’s funny",baby,bunny
14,3nbqrK7ZNYhtaS5Ko,a square,bunny,baby
14,5EaTR8ZGFDCyFdwkf,"not the one that’s walking, the other one",baby,zombie
14,6qtxht66CPuAbKqzz,the L with the triangle and the triangle and the square,dancer,bunny
14,7f52Qvo3WtHSDBBiT,a walking person,zombie,dancer
14,DL7ddsvxyC39tP4TL,"a person dancing, a man walking in there",zombie,baby
14,DRHtzr7ykXWJA4nFR,"nothing, see more, a little",bunny,dancer
14,FE4m6DqfbQWmwgniQ,a diamond,zombie,baby
14,HTwFJLfWj4A8u7QGj,a bottle,baby,bunny
14,MKgFM7dNwHBspHZpW,a banana,baby,dancer
14,NFd7tdjLvdX2zjRNZ,a mountain with a square and a point,bunny,dancer
14,SMwumSqBHRTBS4fK9,"a square on the top, a diamond and triangles on the bottom",zombie,dancer
14,XdB6EQahFnDworHaK,"This large, there Thomas like to crash in the water., And this is where the person goes to help Thomas., And then the robot's large and huge.",dancer,baby
14,bQQdJ8kC5uKYc7xbb,two triangles,bunny,baby
14,cpaM8z4mzevNTgp9W,candy,baby,zombie
14,eYARBXoqF7mdFzui6,a lamp,bunny,dancer
14,egcWimukrEpCBzMst,a weird looking shoe that has two,bunny,baby
14,gZBFkYh7KzvX54oiG,"a banded legs and diamond on the upper arms. On the bottom, it got an upside down triangle and a square on the top",dancer,bunny
14,gh5m6L567Rj8kDBb7,peter rabbit,bunny,baby
14,hhgH3qxpXmvGT7bBS,"a diamond on the back, this leg is all like this, one is one the floor, one is like up on the air, this has a view",zombie,dancer
14,hwsb4A7YdQaangawz,the sausage have a leaf,baby,zombie
14,hwtLvim5zdhScLEg4,the banana,bunny,zombie
14,odohRrMxG3FfX4xMQ,a person sitting down and trying to sit down on a chair,zombie,dancer
14,qKvDzndtLRHdnA93s,a diamond on his back with no hand to his feed and a head looking,zombie,bunny
14,siqgDfwwvXutvEif8,"a head down and one foot up, and one foot down and then a square on its body, and then a square on its back",zombie,dancer
14,tMqYmPhQXDtTs3dNd,"a bird like a camera, grass",bunny,dancer
14,uw4Hv2cS5RgAxMQPS,"a door, a square, and one like this again, the square on top and the door",baby,zombie
14,wL7EjQmFuYxmHo6Ws,a mountain with some triangles,bunny,zombie
14,zSNrxaAjN8X8xcMGQ,"blocks, a shoe and a stay still person, a shoe",dancer,baby
15,3nbqrK7ZNYhtaS5Ko,"a diamond, not another diamond, a square",zombie,baby
15,5EaTR8ZGFDCyFdwkf,that one that has like a ramp,bunny,baby
15,6qtxht66CPuAbKqzz,two triangles with a square,bunny,zombie
