start,end,text,speaker,trial,role,echo,description,on_topic
193640,195080,A bird that has feet.,I,,,Y,,
195080,197240,Which one looks like a bird that has feet?,I,,,Y,,
200080,200920,This one.,id49,,L,,,Y
200920,202240,Press it.,I,,,,,
203960,204840,Let's try again.,I,,,,,
206640,207480,Great.,I,5,,,,
207480,209360,It was a match.,I,,,,,
209360,210880,Here you go.,I,,,,,
210880,211720,"Okay, [id49].",I,,,,,
211720,212840,What does that look like to you?,I,,,,,
212840,213680,A person.,id49,,S,,a person,Y
213680,214520,A person.,I,,,Y,,
214520,215800,"Which one looks like a person, [id50]?",I,,,Y,,
215800,216640,This one.,id50,,L,,,Y
216640,218200,Let's press it.,I,,,,,
218200,219040,Yay.,I,,,,,
219040,220240,Yay.,I,6,,,,
220240,221080,Okay.,I,,,,,
221080,221920,Let's press it.,I,,,,,
221920,223480,Do-do-do-do-do.,I,,,,,
223480,224320,Okay.,I,,,,,
224320,225480,What does that look like?,I,,,,,
225480,226960,A person.,id50,,S,,a person,Y
226960,227800,A person.,I,,,,,
228840,229680,Did you see a person?,I,,,,,
229680,231000,Let's press it.,I,,,,,
232160,233600,Let's try again.,I,,,,,
233600,234440,Great.,I,7,,,,
236280,237760,Here you go.,I,,,,,
237760,238600,"Okay, [id49].",I,,,,,
238600,240120,What does that look like to you?,I,,,,,
240120,240960,A dog.,id49,,S,,a dog,Y
240960,241800,A dog.,I,,,Y,,
243640,245120,"Do you see a dog, [id50]?",I,,,Y,,
245120,245960,No.,id50,,L,,,
245960,246800,No.,I,,,,,
246800,249120,Do you see something that looks like a dog?,I,,,Y,,
249120,249960,Uh...,id50,,L,,,
252880,254000,"Yeah, this one.",id50,,L,,,Y
254000,254840,Let's press it.,I,,,,,
256600,257920,Let's press it.,I,,,,,
257920,259120,Let's press it.,I,,,,,
259120,260480,"Oh, that's okay.",I,8,,,,
260480,261320,It wasn't a match.,I,,,,,
261320,262160,Let's give it a try again.,I,,,,,
262160,263840,Here you go.,I,,,,,
263840,264880,"Okay, my friend, [id50].",I,,,,,
264880,266200,What does that look like to you?,I,,,,,
266200,267560,Uh...,id50,,S,,,Y
267560,269200,A person that can fly.,id50,,S,,a person that can fly,Y
269200,270720,A person that can fly.,I,,,Y,,
270720,273840,"And, I mean, a bird that has feet.",id50,,S,,a bird that has feet,Y
273840,275040,"Oh, and a bird that has feet.",I,,,Y,,
275040,277040,Which one looks like a bird that has feet?,I,,,,,
279040,280360,Let's press it.,I,,,,,
280360,281200,Yay.,I,,,,,
281200,282280,Great.,I,,,,,
282280,284360,"Okay, let's pass it on.",I,9,,,,
284360,285440,Here you go.,I,,,,,
285440,287600,"Now, [id49], what does that look like to you?",I,,,,,
287600,292600,A person that has something in front to eat.,id49,,S,,a person that has something in front to eat,Y
293880,296480,A person that has something in front to eat.,I,,,Y,,
296480,297320,In a bowl.,id49,,S,,in a bowl,Y
297320,298160,In a bowl.,I,,,Y,,
298160,299480,Yay!,I,,,,,
299480,300320,Great.,I,10,,,,
300320,301560,"Okay, let's pass it on.",I,,,,,
301560,302400,Bam!,I,,,,,
304480,306680,"Okay, what does that look like?",I,,,,,
306680,311160,A person that has something to eat in his hands.,id50,,S,,a person that has something to eat in his hands,Y
311160,313680,A person that has something to eat in his hands.,I,,,Y,,
313680,315600,Which one does that look like?,I,,,,,
315600,317600,Let's press it.,I,,,,,
317600,319440,Great.,I,11,,,,
319440,320600,Buh-bye.,I,,,,,
322600,324640,"[id49], now, what does that look like to you?",I,,,,,
324640,325880,A dead dog.,id49,,S,,a dead dog,Y
325880,326920,A dead dog.,I,,,Y,,
326920,328240,Which one?,id50,,L,,,Y
328240,329640,[id49] sees a dead dog.,I,,,Y,,
329640,332040,Which one looks like a dead dog to you?,I,,,Y,,
332040,332880,This one.,id50,,L,,,Y
332880,333720,Let's press it.,I,,,,,
333720,335200,Great.,I,12,,,,
335200,337080,"Okay, let's continue.",I,,,,,
337080,340400,"And, now, [id50], what does that look like to you?",I,,,,,
340400,344080,A flying person that has a jetpack.,id50,,S,,a flying person that has a jetpack,Y
344080,347040,"Ooh, a flying person that has a jet on his back.",I,,,Y,,
347040,348760,"No, a jet pack.",id50,,S,,,Y
348760,350120,A jet pack.,I,,,,,
350120,351640,Do you even know what a jet pack is?,id50,,S,,,
351640,352800,I do know what jet packs are.,I,,,,,
352800,353720,What is it?,id50,,S,,,
353720,355120,"It's a thing where you, like, you take it",I,,,,,
355120,356600,"and you can shoot up into the sky, so, right?",I,,,,,
356600,357440,Yeah.,id49,,L,,,
357440,359200,And it's very fast.,id49,,L,,,
359200,360880,Which one looks like that?,I,,,,,
360880,362720,Let's press it.,I,,,,,
362720,364040,Great.,I,,,,,
364040,364880,Bam!,I,13,,,,
367040,369320,"Okay, [id49], what does that look like to you?",I,,,,,
369320,370320,A person.,id49,,S,,a person,Y
370320,371160,A person.,I,,,Y,,
371160,373240,Looking down and walking.,id49,,S,,looking down and walking,Y
373240,374720,Looking down and walking.,I,,,Y,,
374720,375560,Ooh.,I,,,,,
379400,380720,Let's try again.,I,,,,,
380720,381720,Great.,I,,,,,
381720,382720,Thank you.,I,,,,,
382720,384560,Oh!,I,,,,,
384560,386440,"Oh, guess what, my friends?",I,,,,,
386440,387920,We just finished our game.,I,,,,,
387920,389680,Thank you guys so much for playing.,I,,,,,
389680,390520,I'll turn the camera off.,I,,,,,
390520,393160,"Can I have another game, please?",id50,,L,,,
393160,395000,You want to play another game already?,I,,,,,
395000,395840,Yeah.,id50,,L,,,
395840,397200,You guys want to say bye-bye?,I,,,,,
397200,398040,Bye-bye.,id50,,L,,,
398040,398880,Bye-bye.,id49,,S,,,
398880,399720,Bye.,I,,,,,
399720,403400,Thank you.,I,,,,,
