start,end,text,speaker,trial,role,echo,description,on_topic
389000,394000,"Now, [id41], what does that look like to you?",I,,,,,
394000,395000,I don't know.,id42,,L,,,Y
395000,397000,You don't know?,id42,,L,,,Y
397000,399000,"Let's listen up, okay?",I,,,,,
399000,401000,Let's listen to what [id41] has to say.,I,,,,,
401000,404000,What does that look like?,I,,,,,
404000,406000,A person.,id41,,S,,a person,Y
406000,408000,"It looks like a person, [id42].",I,,,Y,,
408000,410000,Which one looks like a person to you?,I,,,,,
410000,412000,Both.,id42,,L,,,Y
412000,414000,"But actually, this one.",id42,,L,,,Y
414000,417000,Let's try to press on with our fingers.,I,,,,,
417000,419000,"Now, I want to press with my finger.",id42,,L,,,
419000,421000,Maybe let's press together.,I,,,,,
421000,424000,You can press with Smurfy's hand and your hand together.,I,,,,,
424000,428000,Let's try again.,I,9,,,,
428000,429000,That's okay.,I,,,,,
429000,433000,"It wasn't a match, but you can always try again, okay?",I,,,,,
433000,435000,Here you go.,I,,,,,
435000,438000,"Okay, [id42], what does that look like to you?",I,,,,,
438000,440000,A plane?,id42,,S,,a plane,Y
440000,441000,A plane.,I,,,Y,,
441000,444000,"[id41], [id42] says she sees a plane.",I,,,,,
444000,446000,Which one looks like a plane to you?,I,,,,,
446000,448000,"Actually, a whale.",id42,,S,,a whale,Y
448000,449000,A plane or a whale?,I,,,Y,,
449000,451000,Which one looks like a plane or a whale?,I,,,Y,,
451000,452000,A whale.,id41,,L,,,Y
452000,455000,Let's press it.,I,,,,,
455000,456000,You're ready.,I,,,,,
456000,459000,Let's press with your finger.,I,10,,,,
459000,461000,I'm going to get this ready.,id42,,L,,,
461000,462000,Okay.,I,,,,,
462000,464000,"[id41], what does that look like to you?",I,,,,,
464000,465000,A person.,id41,,S,,a person,Y
465000,467000,It looks like a person.,I,,,Y,,
467000,469000,"Oh, okay.",id42,,L,,,Y
469000,472000,"Which one looks like a person to you, [id42]?",I,,,,,
472000,474000,A person.,id42,,L,,,Y
474000,477000,Let's press on it together with your finger.,I,,,,,
477000,479000,You got this.,I,11,,,,
479000,480000,Great.,I,,,,,
480000,482000,Let's pass Smurfy on.,I,,,,,
482000,483000,Great.,I,,,,,
483000,487000,"Now, [id42], what does that look like to you?",I,,,,,
487000,488000,A whale.,id42,,S,,a whale,Y
488000,489000,A whale.,I,,,Y,,
489000,490000,Do you see a whale?,I,,,Y,,
490000,492000,Let's press it.,I,,,,,
492000,495000,Let's press it on with a big finger too.,I,,,,,
495000,496000,You're ready.,I,,,,,
496000,500000,Let's pass Smurfy on.,I,12,,,,
500000,503000,I need to get this ready one more time.,id42,,L,,,
503000,506000,"[id41], what does this look like to you?",I,,,,,
506000,507000,Chomper.,id42,,L,,,Y
507000,510000,"[id41], what do we see in the black box?",I,,,,,
510000,511000,A person.,id41,,S,,a person,Y
511000,512000,A person.,I,,,Y,,
512000,513000,She sees a person.,I,,,Y,,
513000,515000,I see a person.,id42,,L,,,Y
515000,516000,Sad person.,id42,,L,,,Y
516000,518000,But I'm going to press this one.,id42,,L,,,
518000,519000,Okay.,I,,,,,
519000,521000,Let's go ahead.,I,13,,,,
521000,522000,Great.,I,,,,,
522000,523000,Okay.,I,,,,,
523000,528000,Let's press for beyond.,I,,,,,
528000,530000,"Now, what do we see, [id42], in this black box?",I,,,,,
530000,532000,I want to go back.,id42,,S,,,
532000,533000,You want to go back now?,I,,,,,
533000,534000,Okay.,I,,,,,
534000,535000,Should we do a little more?,I,,,,,
535000,538000,Are you okay with doing a little bit more?,I,,,,,
538000,540000,"No, you want to go back now?",I,,,,,
540000,541000,Okay.,I,,,,,
541000,542000,"Well, let me stop the camera.",I,,,,,
542000,543000,Give me one second.,I,,,,,
543000,544000,Okay.,I,,,,,
544000,546000,Do you guys want to say bye-bye?,I,,,,,
546000,547000,Bye-bye.,id42,,S,,,
547000,548000,Bye-bye.,id41,,L,,,
548000,564000,Bye-bye.,I,,,,,
