start	end	text	speaker	trial	role	echo	description	on_topic
378000	380000	So now we trade.	R					
382000	383000	Okay.	R					
383000	386000	Alright, do you want to say what you think of the black box, [id127]?	R					
386000	388000	We lost again.	id128		L			
389000	391000	You lost one time.	id127		S			
391000	397000	It's okay, we're going to keep on trying until we can, yeah.	R					
397000	398000	So do you see the black box?	R					
398000	402000	Okay, you can tell me what, then I don't know what's in the black box.	id128		L			Y
402000	404000	It's okay, you can just try your best, [id127].	R					
404000	408000	It's not going to be immediately obvious, but just try your best to see what you see.	R					
408000	410000	Oh, don't tap it until...	R					
410000	412000	I tap it?	id128		L			
412000	414000	That mosquito.	id128		L			
415000	419000	Does it look like anything, or does anything stand out to you, [id127]?	R					
419000	421000	No, I don't.	id127		S			
421000	424000	Well, just try your best to help [id128] guess.	R					
424000	428000	There are some mosquitoes in this one.	id128		L			
428000	430000	Oh, it's okay.	R					
430000	432000	Can they fly again?	id128		L			
432000	435000	Nothing's going to happen if you tap it, but you're trying to tell...	R					
435000	437000	Who doesn't have that one?	id128		L			
437000	441000	You're trying to tell [id128] what you see in this black box, so...	R					
441000	443000	A person	id127		S		a person	Y
443000	446000	No, a poison.	id128		L			Y
		No, a person.	id127		S			Y
446000	449000	Oh, that's okay.	R					
449000	453000	All right, now we can pass it, and now you're going to tell [id127] what you see.	R	7				
453000	458000	I see...	id128		S			Y
458000	463000	A people walking.	id128		S		a person walking	Y
463000	465000	Press it	id128		S			Y
465000	466000	Okay, now do you want to...	R					
466000	468000	Oh, no, you can't look at his screen.	R					
468000	471000	What do you want to guess, because [id128] told you, [id127]?	R					
471000	472000	A person.	id127		L			
472000	479000	Oh, no, he already told you what he saw, so now you're going to tap your best guess, based on what he told you.	R					
479000	482000	Do you want to repeat it, [id128]?	R					
482000	484000	This game is too confusing.	id127		L			
484000	486000	It's okay, [id127], you can just try your best.	R					
		I want to go back.	id127		L			
486000	487000	You want to go back?	R					
487000	488000	Yeah.	id127		L			
