start	end	text	speaker	trial	role	echo	description	backchannel
		and that’s all	id168		S		and that’s all	
433200	434600	They're just in the box.	id168		S			
436160	437920	You can just do like a quick tap.	R					
441640	443680	Oh, that's okay.	R					
443680	444840	We'll have more chances.	R	9				
445560	447400	Okay, now it's your turn to guess	R					
447400	448960	and your turn to tell.	R					
448960	453960	There's someone, there's a person sitting in the square.	id167		S		a person sitting	
464920	466160	Well, that's okay.	R	10				
466160	467560	We're gonna switch again	R					
467560	469800	and now it's your turn to guess	R					
469800	471000	and your turn to tell.	R					
476440	477760	So [id168], do you wanna help out [id167]	R					
477760	480920	and tell her what you see in the box?	R					
480920	483160	I see the same thing.	id168		S		the same thing	
483160	485440	A steep hill, one,	id168		S		a steep hill	
487760	488600	one,	id168		S			
490760	494760	it's a person with two triangles on his head?	id168		S		a person with two triangles on his head	
497880	499920	You can also ask him any questions that you wanna ask.	R					
499920	500920	I press it.	id167		L			
500920	502920	Yeah, if you think you know which one it is.	R					
503680	508040	Oh, well, now we're gonna switch back to the other one.	R	11				
508040	509480	Now, you're the teller.	R					
509480	514480	I see a dog with a triangle.	id167		S		a dog with a triangle	
521360	522600	Nice, okay.	R	12				
522600	523880	And now we're gonna switch back	R					
523880	525240	and you're gonna be the guesser again	R					
525240	526640	and you're gonna be the teller.	R					
527720	531440	I see some kind of creature	id168		S		some kind of creature	
531440	534560	that if this is up,	id168		S		that if this is up	
534560	536520	one is down like this	id168		S		one is down like this	
536520	538720	and it's heading for him down	id168		S		and it’s heading for him down	
538720	540720	and they'll sway on his back.	id168		S		and they’ll sway on his back	
542280	543120	Okay.	id167		L			
545200	546640	Nice okay.	R	13				
546640	548360	Now we're gonna switch back.	R					
548360	549760	Now you're the teller again.	R					
553200	554680	So [id167], do you wanna give a description?	R					
554680	559680	There's a person with a diamond on the top.	id167		S		a person with a diamond on the top	
563760	565640	Yeah, that was fast.	R	14				
565640	569000	All right, and now you're the guesser, you're the teller.	R					
571040	574600	I see, I see, I see	id168		S			
577360	580520	a whale going down,	id168		S		a whale going down	
580520	583520	square at the top	id168		S		square at the top	
583520	587120	and a triangle to hold it up.	id168		S		and a triangle to hold it up	
587120	587960	Okay.	id167		L			
589240	590560	Yay!	R	15				
590640	591480	Nice.	R					
591480	593240	All right, now we're gonna switch back.	R					
593240	594240	Now you're the guesser	R					
596040	597040	and you're the teller.	R					
600600	604520	There's a mountain with some triangles.	id167		S		a mountain with some triangles	
610640	611680	Nice.	R	16				
611680	613520	All righty, here you go [id167].	R					
613520	616560	You're the guesser and teller, you're the teller.	R					
616560	617720	Same thing.	id168		S		same thing	
618720	621720	So we've got a creature like this,	id168		S		a creature like this	
621720	624720	like this, trying to go on the back.	id168		S		trying to go on the back	
624720	625560	Okay.	id167		L			
628720	631720	Well, there's gonna be more.	R	17				
631720	633720	All righty, here you go.	R					
633720	635720	And now it's your turn to tell.	R					
635720	636720	How many more?	id168		L			
636720	637720	I'm not sure.	R					
637720	640720	There's a mountain with some triangles.	id167		S		a mountain with some triangles	
641720	642720	Yay!	R	18				
642720	643720	Nice.	R					
643720	644720	You too.	R					
644720	645720	Too easy.	id168		S			
646720	648720	Now we're gonna switch back.	R					
648720	649720	I'm the teller?	id167		L			
649720	651720	You're guessing, because you're holding Smurphy	R					
651720	653720	and so he's gonna tell.	R					
653720	656720	I think I have a fish with the diamond on the top.	id168		S		a fish with the diamond on the top	
658720	659720	Yes.	R	19				
659720	660720	Now we switch back.	R					
660720	661720	Yes.	id168		L			
661720	662720	Here you go.	R					
664720	666720	And so you're gonna be the teller	R					
666720	667720	and you're the guesser.	R					
667720	668720	I see	id167		S			
670720	673720	a dog with some triangle.	id167		S		a dog with some triangle	
676720	677720	Okay.	id168		L			
681720	682720	Nice.	R	20				
682720	683720	Yes.	R					
683720	684720	There we go back.	R					
684720	685720	You're the guesser.	R					
685720	686720	You're the teller.	R					
687720	689720	I say, say,	id168		S			
691720	693720	creature like this,	id168		S		creature like this	
693720	694720	down	id168		S		down	
694720	697720	and a diamond on the back.	id168		S		and a diamond on the back	
701720	703720	Oh, that's okay.	R					
704720	705720	Oh.	R					
705720	707720	So that's the end of the game.	R					
707720	708720	Okay.	R					
708720	709720	Thank you guys.	R					
709720	710720	Thanks for playing my game.	R					
710720	712720	And so now I'm gonna get your name tags	R					
712720	714720	or I'm gonna stop the recording first.	R					
714720	715720	But.	R					
715720	716720	Alrighty.	R					
