start	end	text	speaker	trial	role	echo	description	backchannel
249840	258680	you think it is? 	R					
		That's okay. Okay, tell me. Now it's your turn. Say what you see in the black box. 	R	4				
								
258680	272480	It's a spinner. It's a spinner.	id249		S		a spinner	
		 Do you think you know which one	R					
272480	283480	it is, [id250]? Then tap it. 	R					
		Awesome. 	R	5				
		I won!	id249		L			
		Now we're going to pass Murphy, and it's your turn to	R					
283480	299160	say what you see in the black box, [id250]. 	R					
		I got the one this way, like when we were doing the black box	id250		S			
		What do you see in the black box? 	R					
		I don’t know what to call it	id250		S			
299160	312240	Just do your best.	R					
		 A doggy.	id250		S		a doggy	
		 I see this. 	id249		L			
		Do you want to tap which one you think it is, [id249]? 	R					
		That’s okay. 	R	6				
312240	325200	What do you see in the black box, [id249]? 	R					
		A rabbit.	id249		S		a rabbit	
		Do you think you know which one that is [id250]?	R					
		Then tap it. 	R					
		Awesome. 	R	7				
		I win.	id249		L			
326200	335080	No, I win	id250		S			
		You both win. You're working together. What do you see in the black box, [id250]?	R					
		An arrow.	id250		S		an arrow	
		I see this.	id250		S			
		Awesome. 	R	8				
								
								
335080	348680	Let's pass Murphy. What do you see in the black box, [id249]?	R					
		It’s a people.	id249		S		a people	
		I also see a person.	id250		L		a person	x
		Then you can tap whichever one you think it is	R					
		Nice.	R	9				
		I win.	id250		S			
348680	364800	Yeah, great job, guys.	R					
364800	376020	So now I see. 	id250		S			
		Oh, you can wait for him to describe it, [id249]. 	R	10				
		All right, [id249], what do you see in the black	R					
376020	389920	box? 	R					
		Another people.	id249		S		another people	
		Yeah, tap it if you think you know which one it is. 	R					
		Nice. 	R	11				
		I win.	id250		S			
		 All right,	R					
389920	404240	what do you see in the black box, [id250]? 	R					
		A bunny. 	id250		S		a bunny	
		Can you see a bunny? 	id250		S			
		Sweet. What do you see in the black box, [id249]?	R	12				
		I win.	id250		L			
404240	422160	It looks like a boat cus it has this and that	id249		S		a boat cuz it has this and that	
		Do you think you know which one it is, [id250]?	R					
		 If you don't, do you want to ask	R					
422160	441080	[id249] a question to tell you more?	R					
		 I think I know.	id250		L			
		 All right, then press the one that you think it is.	R					
		Which one looks like	id250		L			
		That's okay.	R	13				
		 I think that one. 	id250		S			
		Let's pass Murphy.	R					
441080	448400	All right, it's your turn to say what you think is in the black box, [id250]. Let's not press until he's given you a	R					
448400	462640	description. 	R					
		A person. 	id250		S		a person	
		Do you see a person in the box? 	id250		S			
		Do you see a person? 	id250		S			
		A person. 	id249		L			
		Nice.	R	14				
		 I win. 	id250		L			
								
		All right, [id249], what do you see in the	R					
462640	480320	black box?	R					
		It’s a boat.	id249		S		a boat	
		[id250] do you here what he said?	R					
		What?	id250		L			
		Do you want to repeat yourself [id249]?	R					
		Yep. 	id249		S			
		 It's a boat. 	id249		S			
		Is it this to the side?	id250		L			
		No, this way. 	id249		S			
480320	496400	Okay, so what's going to happen? 	id250		L			
		That's okay. Let's pass Murphy. 	R	15				
		Oh, okay. We can wait before we tap it next time, [id249]. 	R	16				
		All right, [id249], what do you see in the black box?	R					
497120	515840	A rabbit sitting. 	id249		S		a rabbit sitting	
		Nice. All right, [id250], it's your turn to say what you think is in the black box. 	R	17				
		Let's not tap until,	R					
		 yeah, it's okay. But if you give him a chance to describe, he might do a better job.	R	18				
516000	524880	It's this way. It's this way. 	id249		S			
		They're going to be on different sides of your screen, so that's not going to help you.	R					
526880	539040	What shape? 	id250		L			x
		A bunny? 	id250		L		a bunny	
		No, it's a boat. It's this way. 	id249		S		a boat	
		Whether which side is on is not going to be the same for you guys.	R					
540000	545520	So, I don't know which one is a boat. 	id250		L			
		You can just press and guess if you're not sure.	R					
		Yes yes	id250		L			
548320	554480	All right, so, [id249], let's wait to tap until we hear [id250] say something. [id250], what do you see?	R	19				
		bizing on black	id250		S		bizing on black	
		 						
		Did you hear what he said [id249]? Which one do you think it is?	R					
								
								
								
567840	570240	Press it when you think you know.	R					
572800	580320	Oh, that's okay. 	R	20				
		I got a pouty face	id250		L			
		[id249], what do you see in the black box?	R					
582320	589440	It looks like an elephant walking. 	id249		S		an elephant walking	
		Okay now Smurfy’s going  to tap on my screen	id250		L			
590640	593440	You might have to use your finger, though. It's only going to work if you use your finger.	R					
597840	598320	Nice.	R					
600320	606400	All right, so, [id249], wait. 	R					
		Oh, game's over. Thank you guys so much for playing my game.	R					
