start	end	text	speaker	trial	role	echo	description	on_topic
395320	397320	It's okay if it gives you a frowny face	R					
397840	401560	But [id283], can you say what would you see in the box again?	R					
		A pokey flat thing	id283		S			Y
404000	406000	All right now [id284] you could guess	R					
		A pokey flat thing	id283		S			Y
409880	411880	Which picture he's talking about	R					
412880	415640	Or you could ask him more questions if you're not sure	R					
		is that the thing you’re talking about?	id284		L			Y
		press it	id283		S			Y
418680	421720	Yeah, just press it to make your… Let's sit down in our chairs, please	R					
425600	431440	[id284], [id284], the game the game is to play with with our words not to see with our eyes	R					
432120	434240	So you could just make your best guess 	R					
435520	437520	I See a pokey flat thing	id284		L			Y
		you do?	R					
		yeah, so press it	id283		S			Y
439800	443560	Yeah, so press it and guess if it's right	R					
		good job, all right	R	5				
445040	449880	smiley face. 	id284		S			
		All right, so now you describe what you see in the black box	R					
		I don’t know what this is	id284		S			Y
454640	459440	You can use any words that you want you could say what shapes you see you could say	R					
459880	465440	If you think it looks like a person or an animal or a different object	R			Y		
		and what?	id284		S			
470120	472560	And [id283] you can describe what you see too	R					
		can I stop playing?	id284		S			
474960	477200	Is it okay if we try a couple more	R					
		umm, a pokey stack thing and a pokey stuck thing. 	id283		L			Y
		I don’t know	id284		S			Y
		it’s kind of confusing what is it	id283		L			Y
493040	495720	Yeah, you just have to describe the one that you see in the box	R					
		press it	id283		L			
496080	504320	Are you the one who has to press it because you're guessing right so [id284] has to describe what he sees, okay?	R					
505400	509560	So can you describe what you see inside the black box?	R					
		me?	id284		S			
		yes	R					
		I don’t know what it is	id284		S			Y
		maybe I should press something? Should I?	id283		L			
520760	522760	Sure	R					
526560	528960	Okay, all right	R	6				
534400	536800	Now I see the pokey sitting thing	id283		S		a pokey sitting thing	Y
545560	547560	Okay, I see a pokey flat thing	id284		L			Y
		Okay, look,  I see a pokey flat thing in my box	id283		S		a pokey flat thing	Y
547920	555080	Where is it? 	id284		L			
		Oh, um, it's here	id283		S			
556720	562120	Let's use our words to describe what we see and then when you have your best guess [id284] you can tap the ipad	R					
571200	573200	Okay	id284		L			
574120	576480	Press any button	id283		S			
		I think it’s this one	id284		L			Y
579240	581440	All right, you can just you can guess that one then	R					
586040	588040	All right	R	7				
		my turn	id283		L			
		your turn	R					
		it’s [id284]’s turn	id284		S			
594840	597840	Yeah, it's [id284]'s turn to tell and it's your turn to guess	R					
600320	602320	Okay now press	id283		L			
604360	610400	Or it's your turn to press it's your turn to guess err to tell so can you describe what you see in the box here?	R					
611000	613000	What does it look like to you?	R					
616400	618400	Um, a pokey black	id284		S		a pokey black	Y
620000	622000	Umm, kay, so	id283		L			
624440	630720	Yeah, you should you can press based on what what you think [id284] is talking about or you can ask him more questions	R					
637520	639520	Okay, let’s press	id283		L			
		okay now it’s my turn	id283	8	S			
		yeah, so what do you see?	R					
646040	652080	I see a pokey nose working thing, 	id283		S		a pokey nose working thing	Y
		I see a pokey nose working	id284		L			Y
		okay, then you can guess that one and tap it and	R					
652840	655360	You can tap tap that picture that you think it is	R					
		press it	id283		S			Y
656200	658200	and press it	R					
658440	660440	Good job. Yes	R	9				
660560	665680	You guys are getting the hang of it. All right now [id284]  you can describe what you see again	R					
671000	673000	Pokey birthday	id284		S		pokey birthday	Y
		so I press it now?	id283		L			
675800	677800	Yeah, you can guess	R					
679920	681920	Yeah, it was that one	id283	10	S			
		Nice job	R					
		pokey 	id284		L			Y
686160	691400	I see a pokey sitting down thing 	id283		S		pokey sitting down thing	Y
		I see a pokey walk	id284		L			Y
693840	695840	Okay, no I said	id283		S			Y
		It looked like it was the other one 	R	11				
697560	704200	Okay so my turn. I mean	id283		L			
		yeah [id284]’s turn to tell	R					
709160	711160	What do you see [id284]?	R					
722920	724920	I see … I see … A pokey working	id284		S		a pokey working	Y
		umm, that’s this one I think, so	id283		L			Y
728040	730040	Yeah, you can press it and guess	R					
731520	733960	Yeah, yeah, it's that one	id283	12	S			
735960	740280	Now I see a pokey, now I see a pokey flat thing	id283		S		a pokey flat thing	Y
		Now I see a pokey work thing	id284		L			Y
746360	750560	No, no, I said I see a pokey flat thing in the box	id283		S			Y
752040	754040	A pokey flat thing	id284		L			Y
754960	756960	Okay, so press it	id283		S			Y
		okay, so this	id284		L			Y
757360	759360	It's press and leave	id283		S			Y
759840	763840	Now press which one you think [id283] is talking about. 	R					
		yeah, yeah, yeah	id283		S			
766720	768720	oh, it’s this one	id283	13	L			
769080	771080	It's all right. 	R					
		okay, is it that one?	id284		S			
774520	776520	It's your turn to tell [id284]	R					
779040	781040	So what do you see in the box?	R					
785280	791920	A pokey flat thing. 	id284		S		a pokey flat thing	Y
		Okay, so now I said press it one.	id283		L			
		Now it’s your turn to press	R					
793560	795560	Yeah, yeah	id283	14	S			
795840	797840	Good job	R					
797840	799600	Okay	id283		S			
799600	804120	Now I see a ear flakking in the box	id283		S		a ear flakking	Y
		okay, pokey flat	id284		L			Y
812280	817720	Based on what [id283] says just make your best guess on which the what picture he's talking about	R					
817720	819720	Nice job	R	15				
824400	831720	Yeah, yeah, now it’s my, now it’s your turn [id284], yeah,  and it’s my turn to guess	id283		L			
835240	837240	I see uhh, a pokey flat thing	id284		S		a pokey flat thing	Y
841000	843800	Okay, now its	id283		L			
848000	850800	I said this one. 	id283	16	S			
		Yeah, that was the other one. Oh	R					
854080	864080	A pokey sitting down thing.	id283		S		a pokey sitting down thing	Y
		 I see a pokey sitting down thing. 	id284		L			Y
		So now you can press it and guess. 	R					
		yeah, yeah	id283		S			
868080	870680	Okay, now it's your turn. 	id283	17	L			
871400	878640	I see a Pokey thing. 	id284		S		a pokey thing	Y
		Okay, so now let me see it in the box	id283		L			
882200	884200	so it was this one	id283	18	S			
885920	887920	I see a Pokey thing. 	id284		L			Y
888960	894880	 All right, don't guess yet. Let's wait for [id283] to tell us what he sees inside the box.	R					
896160	898160	Okay, um A pokey	id283		S		a pokey flats thing on its back	Y
898160	900160	Flats thing on its back	id283		S			Y
900600	904680	So that's you to guess what I'm talking about	id283		S			
907800	909800	Press it	id283		S			Y
		which one?	id284		L			Y
		You can say it again. 	R					
911040	916040	Oh, it's a pokey flat thing	id283		S			Y
917200	919960	This one. 	id284		L			Y
		okay press it	id283		S			Y
921480	923480	Yeah	id283	19	L			
923480	925480	Yay	id283		L			
925480	929480	Now it's your turn. 	id283		L			
933480	935480	I see uhh pokey sitting down thing. 	id284		S		pokey sitting down thing	Y
938480	944480	 Okay, now I'll guess. 	id283		L			
944480	946480	Yeah	id283	20	S			
952480	958840	Oh, it's my turn. 	id283		S			
		yeah it’s your turn. What do you say?	R					
		A pokey working flat thing	id283		S		a pokey working flat thing	Y
964480	966480	And now you can guess	R					
969480	972480	A pokey working flat thing	id284		L			Y
974680	976680	Yay	id283		S			
978240	984000	It looks like you guys are all done. Yeah, thanks for playing. You guys did so well. Can I get a high five?	R					
984520	986520	Good job. Nice job	R					
987080	990800	All right, I'm gonna stop the recording now and I'll put your name tags back on. Okay	R					
