start	end	text	speaker	trial	role	echo	description	backchannel
616860	618860	Diamond.	id252		L			
618860	620860	Diamond.	id252		L			
620860	622860	Thanks.	id252	19	S			
624860	626860	This is kind of a hard one.	id252		S		a hard one	
626860	630860	Well, it has like this shape in the back.	id252		S		this shape in the back	
630860	634860	I'm trying like this shape.	id252		S		this shape	
634860	638860	Like that triangle shape is on.	id252		S		that triangle shape is on	
638860	642860	And there's a diamond here.	id252		S		a diamond here	
642860	646860	And there's a body like this.	id252		S		a body like this	
646860	648860	And this.	id252		S		and this	
648860	650860	And this.	id252		S		and this 	
650860	652860	And this.	id252		S		and this	
652860	654860	Nice.	R	20				
654860	656860	Thank you.	id251		S			
656860	658860	I like it.	id252		L			
658860	660860	Thank you.	id251		S			
660860	662860	I'm glad you like it.	id252		L			
662860	664860	So they have...	id251		S			
664860	666860	Let's finish this game first.	R					
666860	672860	So it has a triangle on the head.	id251		S		a triangle on the head	
672860	674860	Two triangles?	id252		L		two triangles	x
674860	676860	Yeah, two triangles.	id251		S		two triangles	
676860	678860	What is the head shape?	id252		L			x
678860	680860	It's a square.	id251		S		a square	
680860	682860	Okay.	id252		L			
682860	684860	Square.	id251		S			
684860	686860	The body.	id252		L			x
		it’s straight	id251		S		it’s straight	
686860	688860	Okay.	id252		L			
688860	690860	I'm guessing.	id252		L			
690860	692860	Nice.	R					
692860	694860	Thank you.	id251		S			
694860	696860	Awesome. So you finished the game.	R					
696860	698860	Can I finish it?	id251		S			
698860	700860	Thank you guys so much for playing.	R					
700860	702860	Unfortunately, we have to...	R					
