start	end	text	speaker	trial	role	echo	description	on_topic
399520	403520	A square one.	id229		S			Y
403520	405520	You can guess when you think you know.	R					
405520	406520	Square, square.	id229		S			Y
406520	410520	Go for it, yeah.	R					
410520	413520	Press it one more time, yeah.	R					
413520	417520	Awesome.	R	9				
417520	421520	Smurfy, Smurfy.	id229		L			
421520	423520	What do you see, [id230]?	R					
423520	432520	I see a kind of curve,	id230		S		curve	Y
432520	435520	something that's going to triangle at the bottom	id230		S		triangle at the bottom	Y
435520	438520	and a triangle at the top and a square at the top.	id230		S		And a triangle at the top and a square at the top	Y
438520	440520	And this one?	id229		L			Y
440520	442520	She can't see it, so you can just guess	R					
442520	444520	and think or you can ask her a question.	R					
444520	446520	I have two triangles on this one	id229		L		two triangles on this one	Y
446520	450520	and this one has one triangle and one square.	id229		L		and this one has one triangle and one square	Y
450520	457520	Do you want to respond to that, [id230]?	R					
		no	id230		S			Y
457520	460520	Oh, that's okay.	R	10				
460520	463520	Here, let's pass Smurfy.	R					
463520	467520	Ah, yeah.	id229		S			Y
467520	474520	I have something that has a diamond on the top.	id229		S		a diamond on the top	Y
474520	475520	I have that.	id229		S			Y
475520	476520	Yeah.	R	11				
476520	478520	Yeah.	R					
478520	487520	What do you see, [id230]?	R					
487520	489520	It's so hard to guess.	id229		L			Y
489520	499520	I think a lot of no's.	id229		L			Y
499520	500520	it’s something, something that looks like a big hill but it only got two	id230		S		a big hill but it only got two	Y
500520	502520	Two you mean two triangles?	id229		L		two triangles	Y
502520	504520	Yeah.	id230		S			Y
504520	506520	Yeah.	R	12				
506520	509520	let’s pass smurfy	R					
509520	511520	What do you see?	R					
511520	517520	Something that has a stomp	id229		S		Something that has a stomp	Y
		stomp stomp stomp stomp stomp	id229		S			
517520	520520	you think you know	R					
								
520520	529520	There you go.	R	13				
529520	539520	Someone that's dancing.	id230		S		Someone that’s dancing	Y
539520	542520	Ah, that's okay.	R	14				
542520	545520	Here, let's pass Smurfy.	R					
545520	550520	I see something that has two triangles.	id229		S		two triangles	Y
550520	553520	Do you think you know which one it is, [id230]?	R					
553520	555520	Do you want to describe a little more, [id229]?	R					
555520	558520	It has two things.	id229		S		 two things	Y
558520	560520	It has a square.	id229		S		a square	Y
560520	563520	And a mouth, but a square mouth	id229		S		And a mouth, but a square mouth	Y
563520	567520	And two triangles like his ears.	id229		S		And two triangles like his ears	Y
567520	574520	Yeah.	R	15				
574520	596520	I see something that has a banded legs and diamond on the upper arms. On the bottom, it got an upside down triangle and a square on the top	id230		S		 a banded legs and diamond on the upper arms. On the bottom, it got an upside down triangle and a square on the top	Y
596520	599520	Yeah.	R	16				
599520	601520	That's Smurfy.	R					
601520	614520	I see something that has a diamond.	id229		S		a diamond	Y
614520	616520	What do you see, [id230]?	R	17				
616520	622520	I see something that got diamond.	id230		S		diamond	Y
622520	627520	Yeah.	R	18				
627520	630520	I see something big that has a square on top.	id229		S		something big that has a square on top	Y
630520	635520	And a triangle down low.	id229		S		And a triangle down low	Y
635520	637520	Yeah.	R	19				
637520	639520	We're gonna love it.	id229		L			
649520	654520	I see something that has two bottoms and it looks like a windmill.	id230		S		has two bottoms and it looks like a windmill	Y
654520	658520	I got only two fins.	id230		S		it got only two fins	Y
658520	662520	If you think you know, just guess, yeah.	R	20				
662520	664520	Yeah.	R					
664520	668520	Yeah, there are just a few more.	R					
668520	670520	What do you see, [id229]?	R					
670520	673520	Something that's stomping.	id229		S		something that’s stomping	Y
673520	676520	Something that's stomping.	id229		S			Y
676520	679520	And then we do the bubble line.	id229		S			
679520	681520	And then we do the bubble line.	id229		S			
681520	683520	Yeah.	R					
683520	685520	Oh my gosh, you guys finished.	R					
685520	687520	Thank you so much for playing my game.	R					
687520	689520	You guys did a great job.	R					
689520	692520	I'm just gonna stop the recording.	R					
