start	end	text	speaker	trial	role	echo	description	on_topic
546000	548000	Just gotta give it your best shot.	R					
548000	550000	Probably this.	id208		L			Y
550000	553000	You can also ask questions about it if you're not sure.	R					
553000	559000	Uh, is it the one that looks like an L with the triangle and the triangle and the square?	id208		L		an L with the triangle and the triangle and the square	Y
559000	561000	No, the other one.	id207		S		the other one	Y
561000	562000	This?	id208		L			Y
562000	563000	Yeah.	id207		S			Y
563000	564000	Nice.	R					
564000	565000	Okay.	R	19				
565000	567000	Now you're the guesser and you're the teller.	R					
567000	574000	It's the L with a square and a triangle and a triangle.	id208		S		the L with a square and a triangle and a triangle	Y
574000	577000	I don’t know what it is	id208		S			Y
577000	579000	Yay.	R	20				
579000	580000	Awesome.	R					
580000	582000	Now you're the guesser and you're the teller.	R					
582000	584000	We're almost there.	R					
584000	590000	It's a triangle connected to a triangle with a square.	id207		S		a triangle connected to a triangle with a square	Y
590000	592000	Boom.	R					
592000	594000	You're the guesser and you're the teller.	R					
594000	596000	Oh, that's actually the end of the game.	R					
596000	597000	Okay, awesome.	R					
597000	599000	Now why does it have sprinkles?	id207		S			
599000	600000	Cause confetti	R					
600000	601000	Because we did it.	R					
601000	603000	Okay, well, I'm going to stop the recording.	R					
603000	607000	I'm going to stop the recording now and then we can put our name tag back on and head back to the classroom.	R					
