start	end	text	speaker	trial	role	echo	description	on_topic
485000	490000	[id187], can you explain and describe your picture to [id188]?	R					
490000	492000	Yeah. This.	id187		S		this	Y
492000	495000	Look like that this.	id187		S		this	Y
495000	497000	What does it look like?	R					
497000	499000	Guys.	id187		S		guys	Y
499000	501000	Guys.	id187		S			Y
501000	503000	Oh no!	R	14				
503000	506000	It's okay. Let's try again.	R					
506000	508000	We can try again.	R					
508000	510000	This is another round.	R					
510000	512000	And again we pass Murphy.	R					
512000	514000	Oh, yay!	R	15				
514000	516000	Okay.	R					
516000	519000	And now [id187], can you tell [id188] what you see?	R					
519000	524000	And friends, can we wait and see what our other friend tells us	R	16				
524000	526000	before we tap the screen?	R					
526000	529000	Okay. Can we see here?	R	17				
529000	531000	Okay. Beautiful.	R					
531000	533000	Okay.	R					
533000	536000	[id187], wait. Let's wait [id188].	R					
536000	539000	Let's wait and see what the picture looks like.	R					
539000	541000	So [id188].	R					
541000	544000	Oh [id187], let's not tap the screen just yet.	R	18				
544000	548000	[id188], can you explain what the picture looks like?	R					
548000	555000	The picture looks like a two horned dog.	id188		S		a two horned dog	Y
557000	559000	What do you think?	id187		L			Y
562000	564000	Sorry friends.	R					
572000	575000	I'm going to tap on Murphy.	R					
575000	577000	Oh no, it's okay.	R	19				
577000	581000	And now [id188], you're going to be guessing.	R					
581000	586000	And [id187], before we tap the screen, let's hear what [id187] has to say.	R					
586000	588000	What does the picture look like?	R					
588000	591000	Look like something.	id187		S		something	Y
591000	595000	Look like something.	id187		S			Y
595000	600000	Oh [id188], let's not look at our other friend's iPad.	R					
600000	602000	Because we have to try and guess.	R					
602000	604000	But, that's too ...	id188		L			
604000	606000	Yeah, this is great.	R					
606000	607000	We can try again.	R					
607000	609000	We can always try again.	R					
609000	611000	And so [id187].	R					
611000	614000	Can you explain what the picture looks like?	R					
614000	616000	Look like this.	id187		S		this	Y
616000	619000	[id188], do you want to ask a question?	R					
620000	622000	What shape does it look like?	id188		L			Y
622000	625000	So how many shapes do they all have?	id188		L			Y
625000	631000	Tell me what kind of shapes there are	id188		L			Y
631000	633000	[id188], can you repeat that?	R					
633000	638000	How many shapes do they all have?	id188		L			Y
638000	640000	I don't know.	id187		S			Y
640000	642000	No?	R					
642000	644000	Let's see, is there another question?	R					
644000	646000	Oh no!	R					
646000	647000	We have to tap it.	R	20				
647000	649000	Yeah, we can always try again.	R					
649000	652000	So now let's pass Murphy to [id187].	R					
652000	656000	Let's pass.	R					
656000	658000	Yay!	R					
658000	660000	What else we can do here?	R					
660000	662000	Oh, we're just going to finish up our matching game.	R					
662000	663000	Oh, [id187].	R					
663000	664000	Oh, okay.	R					
664000	667000	Before, let's hear what our friend has to say.	R					
667000	669000	Yay!	R					
669000	671000	We finished the matching game.	R					
671000	674000	What is leaving this?	id188		S			
674000	676000	Confetti.	R					
676000	677000	It looks like sprinkles.	id188		S			
677000	679000	It does look like sprinkles too.	R					
679000	680000	What do you think it looks like?	R					
680000	682000	I got the dog.	id188		S			
682000	685000	Oh, no, we can keep that there.	R					
685000	686000	Okay, friends.	R					
686000	688000	So now that we finished our matching game,	R					
688000	690000	let's go back into the classroom.	R					
