start	end	text	speaker	trial	role	echo	description	on_topic
		Diamond.	id260		L			
354000	358000	[id259], can you tell [id260] what you see in the box?	R					
358000	359000	All right.	R	7				
359000	360000	That's okay.	R					
360000	361000	All right.	R					
361000	365000	Now, [id260], before you guys tap anything.	R					
365000	366000	Diamond.	id260		S		diamond	
366000	367000	All right.	R	8				
367000	370000	What about, let's not tap anything yet, okay?	R					
370000	374000	So you're going to be the guesser, right, [id260]?	R					
374000	380000	[id259], can you help tell [id260] what you see inside the box?	R					
		I just, I don’t know what it is.	id259		S			
380000	384000	You could just use any words that you want.	R					
384000	386000	I'm tapping on there.	id259		S			
386000	388000	But you don't have to tap on it.	R					
388000	390000	[id260]'s going to guess what's inside.	R					
390000	394000	So can you use your words to tell [id260] what you see?	R					
394000	396000	All right.	R	9				
396000	399000	Here, let's keep the iPad standing up.	R					
399000	400000	Now it's my turn.	id260		S			
400000	402000	Now it's your turn to help Murphy.	R					
402000	406000	Oh, [id259], before we tap, so don't tap yet.	R	10				
406000	409000	Let's have [id259] describe what he sees.	R					
409000	410000	it’s kind of like minecraft	id260		L			
410000	411000	Yeah.	R					
411000	415000	Can you, can you describe what you see in the box, [id259]?	R					
415000	417000	A person.	id259		S		a person	
417000	422000	A person?	R			x		
		A person?	id260		L			
424000	425000	Yay!	id260	11	S			
425000	426000	Yay!	R					
426000	428000	Nice job.	R					
433000	435000	All right, before you tap anything.	R	12				
435000	437000	It's my turn.	id260		L			
437000	439000	Yay!	id260	13	S			
441000	443000	All right.	R					
443000	446000	[id259], [id260], let's not tap anything before.	R	14				
447000	450000	On Friday, I get to skip nap, [id259].	id260		L			
454000	456000	All right, let's not tap.	R					
456000	462000	Okay, how about let's not, [id259], let's not tap anything	R	15				
462000	466000	until, until [id260] tells us what he sees inside the box.	R					
466000	467000	Is that okay?	R					
467000	468000	All right.	R					
468000	469000	A person.	id260		S	a person		
469000	470000	So, yeah.	id259		L			
475000	476000	All right, [id259].	R					
476000	478000	A person.	id260		S			
480000	482000	Aw, it's okay.	R	16				
482000	484000	Now, [id259], can you describe what you see inside the box?	R					
484000	486000	We're gonna win.	id260		L			
486000	488000	[id259], we're gonna win.	id260		L			
		Bum bum ba dum	id259		S			
490000	492000	[id259], we're gonna win.	id260		L			
493000	496000	[id259], can you describe what you see?	R					
496000	498000	Oh, that's okay.	R	17				
498000	500000	Now, [id260], can you describe what you see?	R					
500000	501000	I see your eyes.	id260		S			
501000	503000	I see your eyes.	id259		L			
503000	504000	All right, friends.	R					
504000	507000	Can we describe what we see inside the box?	R					
507000	508000	What picture?	R					
508000	510000	A person.	id260		S	a person		
513000	514000	Oh, let's not drag.	R					
514000	516000	Let's just tap the, the iPad.	R					
518000	520000	Nice job, guys.	R	18				
521000	525000	Now, what do you see in the box, [id259]?	R					
		Umm, triangle. Dey got dey got	id259		S	triangle		
535000	538000	All right, now make your best guess, [id260].	R					
		umm triangle.	id260		L			
543000	548000	If you think you know, if you think you know what picture it is,	R					
548000	550000	then you could go ahead and tap it.	R					
553000	555000	All right, friends, let's focus on the game.	R					
		someone help me	id259		S			
561000	565000	Do you want to ask [id259] some questions about what you see in the box?	R					
565000	567000	I don't have the box.	id260		L			
570000	572000	Yeah, so you're gonna guess what's inside the box.	R					
572000	576000	[id259], do you want to tell [id260] what else you see?	R					
578000	580000	No, I don't want to.	id259		S			
		blah blah blah	id260		L			
583000	588000	Oh, you need to, you need to tell [id260] what you see in the box,	R					
588000	590000	and then [id260] will guess and helps you.	R					
590000	592000	Oh, let's not do that.	R					
		it starts with a skring	id259		S			
600000	603000	All right, so now it's [id259]'s turn to guess.	R	19				
603000	605000	Can you describe what you see?	R					
		Uh, trident.	id260		S	trident		
608000	610000	This is my ipad	id259		L			
614000	616000	Keep it down, please.	R					
622000	624000	Nice job.	R	20				
		I’m getting more points.	id260		L			
626000	631000	All right, now [id259], you have to describe what you see to [id260] inside the box.	R					
		Person?	id260		L			
		it starts with a plame a me	id259		S			
		I can see you	id259		S			
638000	641000	All right, let's sit back in our chairs, friends.	R					
641000	647000	Let's sit back in our chairs, and let's keep the iPads back up.	R					
		I want to go back to the classroom	id259		S			
650000	653000	I think we're almost done with the game, guys.	R					
655000	658000	You just need to help [id260] guess.	R					
661000	663000	All right, I think you guys are done with the game.	R					
663000	665000	Thanks for playing with me.						
669000	671000	It has sprinkles.						
674000	676000	All right, I'm gonna stop recording.						
