start	end	text	speaker	trial	role	echo	description	on_topic
446000	447000	Tell [id166].	R					
447000	449000	Oh no, [id166] pressed.	R					
449000	450000	Did you press it accidentally?	R	13				
450000	451000	It's okay.	R					
451000	452000	We'll keep going.	R					
452000	455000	Just try to not touch anything until she tells you, okay?	R					
455000	458000	So now you're the guesser, [id165], and you're the teller, [id166].	R					
458000	463000	So tell [id165] and Smurphy which one of your boxes has the black box.	R					
463000	468000	Uh, the banana.	id166		S		the banana	Y
468000	470000	And then [id165]'s gonna guess.	R					
470000	471000	Banana.	id165		L			Y
471000	475000	Go ahead and press.	R					
475000	476000	That's okay.	R	14				
476000	477000	We'll keep trying.	R					
477000	481000	Okay, so now you're the guesser, [id166], and you're the teller, [id165].	R					
481000	484000	So tell [id166] which one has the black box.	R					
484000	486000	Um, banana.	id165		S		the banana	Y
486000	488000	Okay, now [id166]'s gonna guess.	R					
488000	490000	Uh, the banana.	id166		L			Y
490000	493000	And touch it with your finger.	R					
493000	494000	Yay!	R					
494000	495000	Yay!	R	15				
495000	497000	Good job, Smurphy's so happy.	R					
497000	500000	Okay, now you're the guesser, [id165], and you're the teller, [id166].	R					
500000	501000	So tell...	R					
501000	502000	Like a red.	id165		L			
502000	507000	Yeah, tell [id165] and Smurphy which one has the black box.	R					
507000	508000	The banana.	id166		S		the banana	Y
508000	509000	The banana.	R			x		
509000	511000	Okay, now [id165]'s gonna guess.	R					
512000	515000	Okay, touch it.	R					
515000	517000	Oh, that's okay.	R					
517000	518000	We'll keep trying.	R					
518000	520000	Okay, now you're the guesser, [id166].	R	16				
520000	523000	You have Smurphy, and you're the teller, [id165].	R					
523000	524000	Dinosaur.	id165		S		dinosaur	Y
524000	526000	Okay, now [id166]'s gonna guess.	R					
526000	527000	Dinosaur.	id166		L			Y
527000	529000	Okay, touch it with your finger.	R					
529000	530000	Yay!	R					
530000	531000	Yay!	R	17				
531000	532000	Good job!	R					
532000	533000	Okay.	R					
533000	535000	It's gonna be sad this morning.	id166		S			
535000	536000	It's gonna be sad?	R					
536000	537000	No, hopefully he's happy.	R					
537000	541000	Okay, so now you're the guesser, [id165], and you're the teller, [id166].	R					
541000	545000	So [id166], you're gonna tell [id165] which picture has the black box.	R					
545000	547000	Describe it to her.	R					
547000	548000	Dinosaur.	id166		S		dinosaur	Y
548000	551000	Okay, now [id165]'s gonna guess.	R					
551000	552000	Dinosaur.	id165		L			Y
552000	553000	Okay, touch it with your finger.	R					
553000	554000	Which one?	id165		L			Y
554000	556000	Which ever one you think.	R					
556000	557000	This one.	id165		L			Y
557000	558000	Oh!	R					
558000	559000	Good job!	R	18				
559000	560000	I pressed it!	id166		L			
560000	562000	No, you could have pressed it.	R					
562000	566000	Now you're the guesser, [id166], and you're the teller, [id165].	R					
566000	570000	So tell [id166] and Smurphy what you see in your black box.	R					
570000	571000	Banana.	id165		S		banana	Y
571000	573000	Okay, now you're gonna guess, [id166].	R					
573000	574000	Banana.	id166		L			Y
574000	576000	Okay, now touch it with your finger.	R					
576000	577000	Yay!	R					
577000	578000	Yay!	R					
578000	579000	Good job!	R	19				
579000	581000	It's gonna be sad.	id166		S			
581000	592000	No. Okay, so now [id165]'s the guesser and [id166], you're the teller. So, tell [id165] what you see in your box.	R					
592000	596000	Uh, big, big dinosaur.	id166		S		big, big dinosaur	Y
596000	598000	Okay, now [id165]'s going to guess.	R					
598000	599000	Dinosaur.	id165		L			Y
599000	600000	She's going to touch it.	R					
600000	602000	Good job!	R					
		I touched it	id166		S			
602000	605000	You did not touch it.	R					
605000	612000	Okay, now you're the guesser. You're the guesser, [id166]. So [id165], tell [id166] and Smurphy what you see in your box.	R	20				
612000	616000	um dog big big dinosaur	id165		S		dog big big dinosaur	Y
616000	618000	Okay, now [id166]'s going to guess.	R					
618000	619000	Big, big dinosaur.	id166		L			Y
619000	622000	Okay, touch it.	R					
622000	623000	Good job!	R					
