start	end	text	speaker	trial	role	echo	description	on_topic
635000	637000	what you see inside the black box?	R					
637000	638000	This.	id198		S			Y
638000	639000	Yeah.	R					
639000	640000	But could you try to describe it?	R					
640000	641000	Or, like, what it...	R					
641000	642000	um...	R					
642000	643000	what it is?	R					
643000	644000	A sculpture?	id198		S		a sculpture	Y
645000	646000	A sculpture?	id198		S			Y
647000	648000	Okay.	R					
648000	650000	[id197], does that help you?	R					
654000	655000	Nice.	R	7				
655000	656000	That was awesome.	R					
656000	657000	So that's how we play the game.	R					
657000	658000	Okay.	R					
658000	659000	So now we're going to switch back	R					
659000	660000	and you're going to be the teller	R					
660000	661000	and you're going to be the guesser.	R					
662000	663000	So now [id197], could you tell [id198]	R					
663000	665000	what you see inside the black box?	R					
		it’s this one	id197		S			Y
669000	670000	Yeah.	R					
670000	671000	But [id198] can't see your screen.	R					
671000	673000	So could you use your words	R					
673000	674000	to try to describe it?	R					
677000	679000	I know all your words.	id198		L			Y
679000	680000	Yeah.	R					
680000	681000	That's awesome.	R					
682000	683000	But let's listen to [id197] right now.	R					
683000	684000	It's [id197]'s the teller.	R					
688000	689000	So [id197], could you tell [id198]	R					
689000	691000	what you see inside the black box?	R					
		I see this	id197		S			Y
695000	696000	Well, but he can't see	R					
696000	697000	what's on your screen.	R					
697000	698000	So could you use your words	R					
698000	699000	to say more about it?	R					
		hmm, [incomprehensible]	id197		S			
711000	712000	[id198], do you want to try	R					
712000	713000	asking questions about it?	R					
713000	714000	To try to	R					
715000	716000	tell the difference	R					
716000	717000	between the two pictures?	R					
718000	720000	I think it's this one.	id198		L			Y
720000	721000	Well, do you want to try	R					
721000	722000	asking [id197] some questions	R					
722000	724000	about it before you guess?	R					
725000	726000	Sure.	id198		L			Y
727000	728000	[id197], what do you see?	id198		L			Y
731000	732000	I	id197		S			Y
734000	735000	see	id197		S			Y
747000	748000	I	id197		S			Y
752000	753000	still	id197		S			Y
753000	754000	don't	id197		S			Y
755000	756000	know.	id197		S			Y
756000	758000	I can't say anything about it.	id197		S			Y
759000	760000	Yeah.	R					
760000	761000	Anything you want.	R					
761000	762000	Anything about it.	id198		L			Y
763000	764000	Yeah, anything about it.	R					
766000	767000	Just to try to help Smurfy.	R					
		[incomprehensible]	id197		S			
771000	772000	What was that?	R					
775000	776000	could just say it a little louder	R					
776000	777000	for us to hear.	R					
		[incomprehensible]	id197		S			
785000	786000	Okay.	R					
786000	787000	So [id198], did you hear [id197]?	R					
789000	790000	Yeah.	id198		L			
790000	791000	Okay, then do you want to take a guess?	R					
793000	794000	Okay, it was the other one.	R	8				
794000	795000	And that's okay.	R					
795000	796000	Now we're going to switch back	R					
796000	797000	and now you're going to be	R					
797000	798000	the teller.	R					
798000	799000	You're going to be the guesser.	R					
799000	800000	I see a scorcher.	id198		S		a scorcher	Y
802000	804000	Can you say it louder?	R					
805000	806000	I see a scorcher.	id198		S			Y
813000	814000	Anyway, and you can ask	R					
814000	815000	[id198] questions about it too.	R					
816000	817000	More information.	R					
833000	834000	And me.	id197		L			
837000	838000	It is the bigger one.	id198		S		the bigger one	Y
839000	840000	The one that's pointy on the bottom. 	id198		S		pointy on the bottom	Y
844000	845000	And the top and the other top. 	id198		S		and the top and the other top	Y
849000	850000	And there's a square	id198		S		a square	Y
851000	852000	and there's a triangle here	id198		S		a triangle here	Y
853000	854000	and another triangle.	id198		S		and another triangle	Y
854000	855000	This one?	id197		L			Y
858000	859000	Yeah, once you have a guess	R					
859000	860000	then you can just click.	R					
862000	863000	Okay.	R					
865000	866000	[id198] just told you  a lot about it.	R					
		I know, I know about a bunny. 	id197		L			Y
874000	875000	Well, right now you're the guesser.	R					
875000	877000	So did you hear what [id198] said about it?	R					
877000	878000	The shape?	id197		L			Y
878000	879000	Yeah.	R					
879000	880000	Okay, so if you look at the screen	R					
880000	881000	then which one do you think it is?	R					
882000	883000	This one.	id197		L			Y
883000	884000	Okay, so then tap the answer	R					
884000	885000	you think it is.	R					
889000	890000	Okay, it was the other one.	R	9				
890000	891000	But that's okay.	R					
891000	893000	Here, now we're going to switch back.	R					
893000	894000	And now you're going to be the teller	R					
894000	895000	and you're going to be the guesser.	R					
896000	898000	So now could you help [id198]	R					
898000	899000	to try to guess which one it is?	R					
900000	901000	Because you're the teller.	R					
901000	903000	So what do you see inside the black box?	R					
905000	909000	It looks like a bunny.	id197		S		a bunny	Y
910000	911000	Okay.	R					
915000	916000	So [id198], when you have a guess	R					
916000	918000	you can tap the answer you think it is.	R					
919000	921000	I think it's this one.	id198		L			Y
922000	923000	Okay.	R					
923000	924000	Did you hear what [id197] said?	R					
926000	927000	It looks like a bunny.	id197		S			Y
927000	928000	Yeah.	R					
928000	930000	Okay, so do you want to try tapping?	R					
932000	933000	Awesome.	R	10				
933000	934000	That was great.	R					
934000	935000	See?	R					
935000	936000	You're doing great.	R					
936000	937000	Okay, now we're going to switch back.	R					
937000	938000	Now you're going to be the guesser again.	R					
938000	939000	And you're going to be the teller again.	R					
939000	941000	I see a square on the top	id198		S		a square on top	Y
941000	943000	and a triangle on the top	id198		S		and a triangle on the top	Y
943000	946000	and a triangle on the top.	id198		S		and a triangle on the top	Y
946000	947000	And then there's a triangle on the body	id198		S		a triangle on the body	Y
947000	950000	and then there's a triangle on the back.	id198		S		a triangle on the back	Y
950000	951000	Okay.	R					
955000	956000	So [id197], did that help you?	R					
960000	961000	There, [id197].	R					
961000	963000	Let's just hold, let's just hold	R					
963000	964000	Smurfy	R					
964000	968000	and then focus on the screen.	R					
		squirrel? 	id197		L			Y
971000	973000	Well, I don't think [id198] said that.	R					
974000	975000	So listen to what [id198] is saying	R					
975000	976000	and then use that to try to guess	R					
976000	978000	which one it is, okay?	R					
978000	980000	So [id198], could you say it again?	R					
980000	982000	I see a square on the top	id198		S			Y
982000	984000	and a triangle on the top	id198		S			Y
984000	986000	and another triangle on the back	id198		S			Y
986000	988000	and another triangle on the neck part	id198		S		another triangle on the neck part	Y
988000	992000	and another triangle on the body part.	id198		S			Y
992000	993000	Okay.	R					
997000	1001000	I don't know which shape	id197		L			Y
1001000	1004000	a triangle is.	id197		L			Y
1005000	1007000	It's in the black box.	id198		S			Y
1009000	1011000	Well, just take your best guess, [id197],	R					
1011000	1013000	and it's okay.	R					
1013000	1014000	It's okay if it's wrong	R					
1014000	1015000	and it's cool if it's right,	R					
1015000	1016000	but it's okay.	R					
1016000	1017000	So just tap the answer	R					
1017000	1018000	that you think it is.	R					
1026000	1027000	Just tap the screen.	R					
1027000	1029000	Tap the screen of which one you think it is.	R					
1030000	1032000	One.	id197		L			
1032000	1033000	Okay.	R					
1033000	1034000	Yeah.	R					
1034000	1035000	Once you have a guess,	R					
1035000	1037000	then you just tap the screen.	R					
1037000	1039000	You got it.	R					
1039000	1041000	You got it, [id197].	R					
1041000	1043000	His name is [id197].	id198		S			
1043000	1045000	[id197], yeah.	R					
1045000	1047000	You can't say [id197].	id198		S			
1047000	1049000	Oh, I'm sorry.	R					
1049000	1051000	I thought I was saying [id197].	R					
1051000	1052000	Okay.	R					
1052000	1053000	So [id197], once you have a guess,	R					
1053000	1055000	can you tap the screen for me?	R					
1056000	1058000	Here, could I hold Smurfy	R					
1058000	1060000	for you really fast?	R					
1060000	1061000	Okay.	R					
1061000	1062000	So just focus on the game	R					
1062000	1063000	and can you tap the screen	R					
1063000	1064000	of which one you think it is?	R					
1064000	1065000	Okay.	R					
1066000	1068000	Which ever one do you think?	R					
1076000	1077000	And just like all the other times,	R					
1077000	1079000	just tap the screen, okay?	R					
1081000	1083000	People.	id197		L			Y
1083000	1085000	Well, right now you're the guesser,	R					
1085000	1086000	so you just have to tap the screen	R					
1086000	1088000	once you heard what [id198] said.	R					
1091000	1093000	Hey, [id197], can we focus on the game, please?	R					
1093000	1095000	And just tap, like tap on the screen	R					
1095000	1097000	instead of the case, okay?	R					
1099000	1101000	And if you don't know which one it is	R					
1101000	1103000	and you could ask [id198] some questions about it.	R					
		I don’t know which it is	id197		L			Y
1107000	1108000	So [id198], is there anything else	R					
1108000	1110000	you can say about it to help [id197] guess?	R					
1110000	1112000	I only see this.	id198		S			Y
1112000	1114000	So let's keep it facing you.	R					
1116000	1117000	Oh, okay.	R					
1118000	1119000	So we ran out of time,	R					
1119000	1120000	but now we're going to switch back.	R	11				
1120000	1121000	So now you're going to be the teller now	R					
1121000	1123000	and you're going to be the guesser.	R	 				
1123000	1125000	So [id197], could you help [id198] to guess	R					
1125000	1127000	what's inside the black box?	R					
1131000	1133000	Um, tree er?	id197		S		tree er	Y
1137000	1138000	Okay.	R					
1139000	1141000	So [id198], did that help you to know	R					
1141000	1142000	which one it is?	R					
1144000	1145000	This one.	id198		L			Y
1145000	1146000	Okay, so when you have a guesser,	R					
1146000	1147000	just touch the screen.	R	12				
1147000	1148000	Okay, so it's the other one,	R					
1148000	1149000	but that's okay.	R					
1149000	1150000	We're going to switch back.	R					
1152000	1154000	Now you're going to be the guesser.	R					
1154000	1158000	I see a person holding something.	id198		S		a person holding something	Y
1158000	1160000	Okay, did you hear it?	R					
1161000	1163000	Okay, so when you have an answer,	R					
1163000	1165000	then just click the screen.	R					
1165000	1166000	Okay.	R					
1170000	1174000	A person holding...	id197		L		a person holding	Y
1177000	1179000	a bag of something.	id197		L		a bag of something	Y
1181000	1183000	A bag of something.	id198		S		a bag of something	Y
1183000	1186000	A person holding a bag of something.	id198		S			Y
1188000	1191000	So then just tap the screen when you have an answer.	R					
1196000	1198000	Keep your head on the side of the screen	R					
1198000	1200000	because you can't see each other's icons.	R					
1201000	1202000	[id197].	R					
1202000	1204000	Hey, [id197].	R					
1204000	1205000	When you have an answer,	R					
1205000	1208000	do you want to tap the screen to guess which one it is?	R					
1217000	1218000	[id197].	R					
1218000	1220000	[id197], do you hear me?	R					
		Umm	id197		L			
1220000	1222000	Well...	R					
1222000	1224000	Well, right now you're the guesser.	R					
1224000	1227000	So, did you hear what [id198] said about it?	R					
1231000	1232000	[id197].	R					
1233000	1234000	What?	id197		L			
1234000	1235000	Hey, [id197].	R					
1235000	1236000	What?	id197		L			
1236000	1238000	Did you hear what [id198] said about the pictures?	R					
1239000	1241000	Okay, so [id198], could you say it again?	R					
1241000	1244000	What it looks like inside the black box?	R					
1244000	1248000	It looks like a bunch of this on the face	id198		S		a bunch of this on the face	Y
1248000	1250000	and the square	id198		S		and a the square	Y
1250000	1253000	and the same shape as the...	id198		S		the same shape as	Y
1254000	1255000	Okay.	R					
1255000	1257000	And so [id197], do you want to tap the screen	R					
1257000	1259000	and take your best guess?	R					
1263000	1265000	If you want to take your best guess, it's okay.	R					
1265000	1267000	You just tap the screen.	R					
1270000	1272000	Hey, stay in your chair please. 	R					
1276000	1277000	[id197].	R					
1277000	1280000	[id197], hey, let's say you're focused on the game, okay?	R					
1280000	1282000	So could you tap the screen of which one you think it is?	R					
1282000	1284000	It's all...	R					
1292000	1293000	[id197].	R					
1293000	1295000	Hey, could you tap the screen, please?	R					
1295000	1297000	And focus on the game and stay sitting in your chair.	R					
1302000	1303000	[id197].	R					
1303000	1304000	Okay.	R					
1304000	1307000	Do you hear me when I say, like, asking you to tap the screen?	R					
1307000	1310000	Okay, so why don't you tap the screen?	R					
1311000	1314000	Of, like, which answer you think it is between the two?	R					
1314000	1316000	Soon it's going to be snack time.	id198		S			
1316000	1318000	Yeah, so we could...	R					
1318000	1320000	But we have a lot of time until snack time,	R					
1320000	1322000	so do you want to take your best guess	R					
1322000	1324000	and then once we're done with the game,	R					
1324000	1326000	then we can go back for snack time?	R					
1326000	1327000	Um...	id197		L			
1338000	1341000	I always say, so the sad face.	R	13				
1341000	1343000	Oh, okay, so it just swapped.	R					
1343000	1344000	So now you're going to be the teller [id197]	R					
1344000	1346000	and you're going to be the guesser.	R					
1346000	1349000	So [id197], could you tell [id198] what you see inside the black box?	R					
1357000	1359000	[id197], so look at the black box right here.	R					
1359000	1362000	And what do you see inside of it and could you help [id198] to guess?	R					
1365000	1367000	Hey, [id197].	R					
1367000	1369000	What do you see inside the black box?	R					
1373000	1375000	You've seen the shape before.	R					
1376000	1378000	[id197], hey.	R					
1378000	1380000	Do you...	R					
1380000	1381000	Are you doing okay?	R					
