gameId,game,start,end,text,speaker,trial,role,echo,description
5WPekHjNG898YuMXe,game41,123,125,Now it will be [id13]'s turn to guess.,I,1,NA,NA,NA
5WPekHjNG898YuMXe,game41,125,127,So now what do you see [id14]?,I,1,NA,NA,NA
5WPekHjNG898YuMXe,game41,127,129,A banana.,id14,1,S,NA,A banana
5WPekHjNG898YuMXe,game41,129,131,I see a banana.,id13,1,L,NA,NA
5WPekHjNG898YuMXe,game41,131,134,So tap which one you think it is.,M,1,NA,NA,NA
5WPekHjNG898YuMXe,game41,134,135,Yay!,M,1,NA,NA,NA
5WPekHjNG898YuMXe,game41,135,138,I got a green box with a smiley face.,id14,1,S,NA,NA
5WPekHjNG898YuMXe,game41,138,139,Yay!,M,1,NA,NA,NA
5WPekHjNG898YuMXe,game41,139,141,So that means it was a match.,M,1,NA,NA,NA
5WPekHjNG898YuMXe,game41,141,143,"Now [id13], it's your turn.",M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,143,147,You're just going to tell our friend what you see in the box.,M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,147,150,I see a person in the box.,id13,2,S,NA,a person
5WPekHjNG898YuMXe,game41,150,151,A person?,M,2,NA,Y,NA
5WPekHjNG898YuMXe,game41,151,152,Woo!,M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,152,155,Give me some hints.,id14,2,L,NA,NA
5WPekHjNG898YuMXe,game41,155,157,I've got two people.,id14,2,L,NA,NA
5WPekHjNG898YuMXe,game41,157,162,One is holding out something and the other is walking.,id14,2,L,NA,NA
5WPekHjNG898YuMXe,game41,162,166,Do you want to give her more hints?,M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,166,167,What?,id13,2,S,NA,NA
5WPekHjNG898YuMXe,game41,167,171,She's asking can you give her a little bit more hints because she sees two people too.,M,2,NA,Y,NA
5WPekHjNG898YuMXe,game41,171,172,I see two people.,id13,2,S,NA,NA
5WPekHjNG898YuMXe,game41,172,174,"Oh, so the one in the box.",M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,174,179,Do you want to give her more hints about it?,M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,179,180,It's okay.,M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,180,182,I know they look kind of funny.,M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,182,185,You're just going to talk about whatever you think it looks like.,M,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,185,193,"Listen to [id13] very carefully, okay?",I,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,193,199,It looks like an animal.,id13,2,S,NA,an animal
5WPekHjNG898YuMXe,game41,199,202,An animal?,I,2,NA,Y,NA
5WPekHjNG898YuMXe,game41,202,214,So is that the one that looks like an animal that's holding out something?,id14,2,L,NA,NA
5WPekHjNG898YuMXe,game41,214,219,Great job!,I,2,NA,NA,NA
5WPekHjNG898YuMXe,game41,219,221,Now what do we see?,I,3,NA,NA,NA
5WPekHjNG898YuMXe,game41,221,224,A person walking.,id14,3,S,NA,A person walking
5WPekHjNG898YuMXe,game41,224,232,So our friend says she sees someone walking in the box.,M,3,NA,Y,NA
5WPekHjNG898YuMXe,game41,232,235,I don't see any blocks.,id13,3,L,NA,NA
5WPekHjNG898YuMXe,game41,235,237,I don't see a box.,id13,3,L,NA,NA
5WPekHjNG898YuMXe,game41,237,240,"Oh, so since you have Smurfie, you are the guesser right now.",M,3,NA,NA,NA
5WPekHjNG898YuMXe,game41,240,246,"And [id14] is the teller, so she's telling you what she sees in the box.",M,3,NA,NA,NA
5WPekHjNG898YuMXe,game41,246,249,So she says she sees someone walking.,M,3,NA,Y,NA
5WPekHjNG898YuMXe,game41,249,250,I see someone walking.,id13,3,L,NA,NA
5WPekHjNG898YuMXe,game41,250,254,Then go ahead and guess.,M,3,NA,NA,NA
5WPekHjNG898YuMXe,game41,254,255,Yay!,M,3,NA,NA,NA
5WPekHjNG898YuMXe,game41,255,256,Great job!,M,3,NA,NA,NA
5WPekHjNG898YuMXe,game41,256,258,Now Smurfie goes back in.,M,4,NA,NA,NA
5WPekHjNG898YuMXe,game41,258,266,Now I see a person with one leg.,id13,4,S,NA,a person with one leg
5WPekHjNG898YuMXe,game41,266,267,With one leg.,M,4,NA,Y,NA
5WPekHjNG898YuMXe,game41,267,270,A flamingo.,id13,4,S,NA,NA
5WPekHjNG898YuMXe,game41,270,274,I see a person with one leg too.,id14,4,L,NA,NA
5WPekHjNG898YuMXe,game41,274,277,A flamingo with a triangle.,id13,4,S,NA,a flamingo with a triangle
5WPekHjNG898YuMXe,game41,277,280,A flamingo with a triangle.,I,4,NA,Y,NA
5WPekHjNG898YuMXe,game41,280,284,I see a person with a triangle.,id14,4,L,NA,NA
5WPekHjNG898YuMXe,game41,284,286,That's okay.,I,4,NA,NA,NA
5WPekHjNG898YuMXe,game41,286,289,I had a sad face.,id13,4,S,NA,NA
5WPekHjNG898YuMXe,game41,289,290,That's okay.,M,4,NA,NA,NA
5WPekHjNG898YuMXe,game41,290,291,That means there wasn't a match.,M,4,NA,NA,NA
5WPekHjNG898YuMXe,game41,291,293,You guys can keep up with Smurfie.,M,4,NA,NA,NA
5WPekHjNG898YuMXe,game41,293,294,Here you go.,M,5,NA,NA,NA
5WPekHjNG898YuMXe,game41,294,296,Now you're going to guess.,M,5,NA,NA,NA
5WPekHjNG898YuMXe,game41,296,299,What do you see now?,I,5,NA,NA,NA
5WPekHjNG898YuMXe,game41,296,299,A person jumping,id14,5,S,NA,a person jumping
5WPekHjNG898YuMXe,game41,299,301,I see something funny.,id13,5,L,NA,NA
5WPekHjNG898YuMXe,game41,301,304,So she says she sees someone jumping.,M,5,NA,Y,NA
5WPekHjNG898YuMXe,game41,304,306,I see someone jumping.,id13,5,L,NA,NA
5WPekHjNG898YuMXe,game41,304,306,[mumble] jumping,id14,5,S,NA,NA
5WPekHjNG898YuMXe,game41,306,309,Go ahead and touch your guess.,M,5,NA,NA,NA
5WPekHjNG898YuMXe,game41,309,310,I don't know.,M,5,NA,NA,NA
5WPekHjNG898YuMXe,game41,310,315,"I can't see her screen either, so you're just going to touch whichever one's your guess.",M,5,NA,NA,NA
5WPekHjNG898YuMXe,game41,315,317,Great job!,M,5,NA,NA,NA
5WPekHjNG898YuMXe,game41,317,319,Smurfie's going to come back over here.,M,5,NA,NA,NA
5WPekHjNG898YuMXe,game41,319,323,Now I see someone jumping again.,id13,6,S,NA,NA
5WPekHjNG898YuMXe,game41,323,326,I see someone jumping again.,id13,6,S,NA,someone jumping
5WPekHjNG898YuMXe,game41,326,327,Great!,I,6,NA,NA,NA
5WPekHjNG898YuMXe,game41,327,329,Let's pass it again.,I,6,NA,NA,NA
5WPekHjNG898YuMXe,game41,329,330,"Here you are, [id13].",M,6,NA,NA,NA
5WPekHjNG898YuMXe,game41,330,334,Now I see someone jumping again.,id13,7,L,NA,NA
5WPekHjNG898YuMXe,game41,334,339,This one kind of looks like-,id13,7,L,NA,NA
5WPekHjNG898YuMXe,game41,339,341,"[id13], let's listen.",M,7,NA,NA,NA
5WPekHjNG898YuMXe,game41,341,349,It kind of seems like someone dying.,id14,7,S,NA,someone dying
5WPekHjNG898YuMXe,game41,349,352,I see what that looks like dying too.,id13,7,L,NA,NA
5WPekHjNG898YuMXe,game41,352,359,"All right, you can go ahead and tap it.",M,7,NA,NA,NA
5WPekHjNG898YuMXe,game41,359,361,"All right, we're going to pass Smurfie on.",M,7,NA,NA,NA
5WPekHjNG898YuMXe,game41,361,363,So now we're going to tell her about the one in the box.,M,8,NA,NA,NA
5WPekHjNG898YuMXe,game41,363,366,I see a flamingo.,id13,8,S,NA,a flamingo
5WPekHjNG898YuMXe,game41,366,368,She sees a flamingo.,I,8,NA,Y,NA
5WPekHjNG898YuMXe,game41,368,375,I can't see it.,id14,8,L,NA,NA
5WPekHjNG898YuMXe,game41,375,381,"[id13], should we tell [id14] a little bit more about what you see in the black box?",I,8,NA,NA,NA
5WPekHjNG898YuMXe,game41,381,386,I see something.,id13,8,S,NA,NA
5WPekHjNG898YuMXe,game41,386,396,I see a triangle and a person holding it with one leg.,id13,8,S,NA,a triangle and a person holding it with one leg
5WPekHjNG898YuMXe,game41,396,400,She sees a triangle and a person with one leg.,I,8,NA,Y,NA
5WPekHjNG898YuMXe,game41,400,418,"I can see a person with one leg, but I can't see a person where the person is holding it.",id14,8,L,NA,NA
5WPekHjNG898YuMXe,game41,418,421,Good job!,I,8,NA,NA,NA
5WPekHjNG898YuMXe,game41,421,422,Here you are.,M,8,NA,NA,NA
5WPekHjNG898YuMXe,game41,422,423,Now what do we see?,I,9,NA,NA,NA
5WPekHjNG898YuMXe,game41,423,425,A person walking.,id14,9,S,NA,A person walking
5WPekHjNG898YuMXe,game41,425,429,"[id14] sees a person walking, [id13].",I,9,NA,Y,NA
5WPekHjNG898YuMXe,game41,425,429,Smurfy [something something],id13,9,L,NA,NA
5WPekHjNG898YuMXe,game41,429,430,I'm glad!,M,9,NA,NA,NA
5WPekHjNG898YuMXe,game41,430,432,He's making so many guesses.,M,9,NA,NA,NA
5WPekHjNG898YuMXe,game41,432,434,We're going to help him make another one.,M,9,NA,NA,NA
5WPekHjNG898YuMXe,game41,434,438,We're going to listen to our friend while she sees it in the box.,M,9,NA,NA,NA
5WPekHjNG898YuMXe,game41,438,440,I see a person walking.,id14,9,S,NA,a person walking
5WPekHjNG898YuMXe,game41,440,444,The person's head is square.,id14,9,S,NA,the person’s head is square
5WPekHjNG898YuMXe,game41,440,444,I see a person walking,id13,9,L,NA,NA
5WPekHjNG898YuMXe,game41,444,451,You're going to push it.,M,9,NA,NA,NA
5WPekHjNG898YuMXe,game41,451,456,"All right, Mr. Smurfie.",M,10,NA,NA,NA
5WPekHjNG898YuMXe,game41,456,461,"[id13], what do you see in the black box?",M,10,NA,NA,NA
5WPekHjNG898YuMXe,game41,461,465,Someone with a triangle and one leg.,id13,10,S,NA,someone with a triangle and one leg
5WPekHjNG898YuMXe,game41,465,472,"[id14], [id13] says that she sees someone with a triangle and one leg.",I,10,NA,Y,NA
5WPekHjNG898YuMXe,game41,472,475,Great!,I,10,NA,NA,NA
5WPekHjNG898YuMXe,game41,475,480,There you are.,M,10,NA,NA,NA
5WPekHjNG898YuMXe,game41,480,484,I see a person walking with a square head.,id14,11,S,NA,a person walking with a square head
5WPekHjNG898YuMXe,game41,484,486,[id13] and Smurfie.,M,11,NA,NA,NA
5WPekHjNG898YuMXe,game41,486,489,[id14] says she sees someone walking with a square head.,M,11,NA,Y,NA
5WPekHjNG898YuMXe,game41,489,491,Do you guys see that?,M,11,NA,NA,NA
5WPekHjNG898YuMXe,game41,491,494,Go ahead and make your guess.,M,11,NA,NA,NA
5WPekHjNG898YuMXe,game41,494,496,That's so silly.,M,11,NA,NA,NA
5WPekHjNG898YuMXe,game41,496,498,Let's make the guess together.,I,11,NA,NA,NA
5WPekHjNG898YuMXe,game41,498,502,Smurfie wants to guess.,M,11,NA,NA,NA
5WPekHjNG898YuMXe,game41,502,504,She says it's walking with a square head.,M,11,NA,Y,NA
5WPekHjNG898YuMXe,game41,504,506,"I see one, too.",id13,11,L,NA,NA
5WPekHjNG898YuMXe,game41,506,510,Go ahead and make your guess.,M,11,NA,NA,NA
5WPekHjNG898YuMXe,game41,510,515,"All right, Mr. Smurfie.",M,12,NA,NA,NA
5WPekHjNG898YuMXe,game41,515,517,"[id13], what do you see in the black box?",M,12,NA,NA,NA
5WPekHjNG898YuMXe,game41,517,525,I see someone that looks like dying.,id13,12,S,NA,someone that looks like dying
5WPekHjNG898YuMXe,game41,525,527,Listen carefully to [id13].,I,12,NA,NA,NA
5WPekHjNG898YuMXe,game41,527,530,Do you want to repeat?,I,12,NA,NA,NA
5WPekHjNG898YuMXe,game41,530,537,I see someone that looks like dying.,id13,12,S,NA,NA
5WPekHjNG898YuMXe,game41,537,541,"[id13], what do you see in the black box?",I,12,NA,NA,NA
5WPekHjNG898YuMXe,game41,541,543,Alright.,I,12,NA,NA,NA
5WPekHjNG898YuMXe,game41,543,546,What do we see?,I,13,NA,NA,NA
5WPekHjNG898YuMXe,game41,546,548,A person jumping.,id14,13,S,NA,a person jumping
5WPekHjNG898YuMXe,game41,548,554,"All right, [id13] and Smurfie, do we see a person jumping?",M,13,NA,Y,NA
5WPekHjNG898YuMXe,game41,554,555,Yes.,id13,13,L,NA,NA
5WPekHjNG898YuMXe,game41,555,561,"All right, you guys can go ahead and make your guess.",M,13,NA,NA,NA
5WPekHjNG898YuMXe,game41,561,565,Come on.,id14,13,S,NA,NA
5WPekHjNG898YuMXe,game41,565,568,I'm looking for a smiley face.,id14,13,S,NA,NA
5WPekHjNG898YuMXe,game41,568,571,All right.,M,13,NA,NA,NA
5WPekHjNG898YuMXe,game41,571,575,"Yay, we just helped Smurfie and we're done with our game.",M,13,NA,NA,NA
5WPekHjNG898YuMXe,game41,575,577,Thank you guys for playing our game.,M,13,NA,NA,NA
5WPekHjNG898YuMXe,game41,577,578,Thank you.,I,13,NA,NA,NA
5WPekHjNG898YuMXe,game41,578,579,I will now turn the camera off.,I,13,NA,NA,NA
5WPekHjNG898YuMXe,game41,579,581,Do you guys want to wave goodbye?,M,13,NA,NA,NA
5WPekHjNG898YuMXe,game41,581,582,Goodbye.,id14,13,S,NA,NA
5WPekHjNG898YuMXe,game41,582,596,Bye-bye.,I,13,NA,NA,NA
hueqkSoqSjYjcD9En,game42,0,6,"You guys want to wave to the camera? Hi, [id15], hi!",I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,10,15,"Alright my friends, since today we're going to play a super fun matching game. Let us show you how it works.",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,15,19,Now this is Smurphy. Should we say hi to Smurphy?,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,19,20,Hi.,id16,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,20,21,Hi.,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,21,22,Hi.,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,22,26,Now Smurphy really really wants to play this matching game.,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,26,31,And he wants to guess the correct picture in the black box.,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,31,36,Because the both of you will be getting two pictures on your screens.,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,36,41,But only one of you friends will be getting one picture in a black box.,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,41,42,Okay?,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,42,46,"If you have Smurphy, you will be the guesser.",I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,46,49,Meaning that you will guess which picture is in the black box.,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,49,53,"But if you don't have Smurphy, you will be the teller.",I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,53,57,And you will tell my friends what you see in the black box.,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,57,58,Okay?,I,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,58,60,Alright my friends.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,60,65,"So, if you have Smurphy, are you guessing or are you telling?",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,65,66,Guessing.,id15,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,66,67,That's right.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,67,70,"And if you don't have Smurphy, are you guessing or are you telling?",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,70,71,Telling.,id16,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,71,72,That's right.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,72,77,"So, when you're ready, you and Smurphy are going to make a guess by tapping on the screen.",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,77,80,"So, after you make your guess, you're going to see a picture.",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,80,83,"If it's a smiley face, great job!",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,83,85,You helped Smurphy get the right match.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,85,87,"If you see a sad face, that's okay.",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,87,90,"It wasn't a match, but you can help Smurphy later.",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,90,92,Do you guys have any questions?,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,94,95,Great!,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,95,96,"So, what do you say?",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,96,97,Should we try one out?,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,97,98,Yeah.,id16,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,98,99,Alright.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,99,101,Go ahead and press the button.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,101,102,Oop.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,102,103,This button.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,103,104,Quick.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,104,106,"So, you don't want to press it.",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,106,109,You just want to go bloop.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,109,111,Can I see your hand?,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,111,112,Go point finger.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,112,115,"And you go bloop, bloop, bloop, get up.",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,115,116,No!,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,116,118,"Okay, I'm going to press it and then we'll try it again.",M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,118,119,Like that.,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,119,120,Do you see how I just did it?,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,120,121,Yay!,M,NA,NA,NA,NA
hueqkSoqSjYjcD9En,game42,121,122,"So, you have the box.",I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,122,123,"So, you will have Smurphy.",I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,123,125,"And we will guess, okay?",I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,125,127,[id15] has a picture in a black box.,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,127,128,We'll guess what she sees.,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,128,130,What do you see in the box?,M,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,130,131,Apple.,id15,0,S,NA,apple
hueqkSoqSjYjcD9En,game42,131,132,Apple.,I,0,NA,Y,NA
hueqkSoqSjYjcD9En,game42,132,133,Do you see an apple?,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,133,134,Yeah.,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,134,136,Let's press it.,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,136,137,What?,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,137,139,Let's press it.,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,139,140,Yay!,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,140,141,Good job!,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,141,143,Let's get this back.,I,0,NA,NA,NA
hueqkSoqSjYjcD9En,game42,143,145,"Now, it will be [id15]'s turn.",I,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,145,146,"Got it, Smurphy.",I,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,146,149,"Now, what do we see, [id16]?",I,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,149,155,What do you see in the black box?,I,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,155,158,Crow,id16,1,S,NA,crow
hueqkSoqSjYjcD9En,game42,158,160,He sees a crow.,I,1,NA,Y,NA
hueqkSoqSjYjcD9En,game42,160,161,Do you see a crow?,I,1,NA,Y,NA
hueqkSoqSjYjcD9En,game42,161,162,Yeah.,I,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,162,165,Go ahead and touch it.,I,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,165,167,Quick touch.,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,167,169,"So, we don't want to hold it.",M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,169,170,We just want to go like this.,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,170,172,We want to go boop.,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,172,174,Quick touch.,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,174,177,And touch.,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,177,178,All right.,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,178,179,Can you see your hand?,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,179,180,"So, we're going to go like this.",M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,180,182,We're going to go boop.,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,182,183,Yay!,M,1,NA,NA,NA
hueqkSoqSjYjcD9En,game42,183,184,See how we do that?,M,2,NA,NA,NA
hueqkSoqSjYjcD9En,game42,184,185,Yeah.,M,2,NA,NA,NA
hueqkSoqSjYjcD9En,game42,185,186,That sounds good.,M,2,NA,NA,NA
hueqkSoqSjYjcD9En,game42,186,187,All right.,M,2,NA,NA,NA
hueqkSoqSjYjcD9En,game42,187,188,"Now, we're going to move Smurphy.",I,2,NA,NA,NA
hueqkSoqSjYjcD9En,game42,188,190,It'll be your turn to guess now.,I,2,NA,NA,NA
hueqkSoqSjYjcD9En,game42,190,192,"Now, what do we see [id15]?",I,2,NA,NA,NA
hueqkSoqSjYjcD9En,game42,192,197,I see a square.,id15,2,S,NA,a square
hueqkSoqSjYjcD9En,game42,197,200,What do you see inside this box?,M,2,NA,NA,NA
hueqkSoqSjYjcD9En,game42,200,201,I see a square.,id15,2,S,NA,NA
