game,start_time,end_time,text,speaker,trial,role,description,backchannel,trialNumStart,trialNumEnd,echo,trial_start
game41,184,188,I see a person with a triangle.,id14,4,L,NA,Y,4,4.5,Y,160
game41,188,190,That's okay.,I,4,NA,NA,NA,4.5,5,Y,160
game41,190,193,I had a sad face.,id13,4,NA,NA,NA,5,5,Y,160
game41,193,194,That's okay.,M,4,NA,NA,NA,5,5,Y,160
game41,194,195,That means there wasn't a match.,M,4,NA,NA,NA,5,5,Y,160
game41,195,197,You guys can keep up with Smurfie.,M,4,NA,NA,NA,5,5,Y,160
game41,197,198,Here you go.,M,5,NA,NA,NA,5,5,Y,189
game41,198,200,Now you're going to guess.,M,5,NA,NA,NA,5,5,Y,189
game41,200,203,What do you see now?,I,5,NA,NA,NA,5,5,Y,189
game41,200,203,A person jumping,id14,5,S,a person jumping,Y,5,5,Y,189
game41,203,205,I see something funny.,id13,5,L,NA,Y,5,5,Y,189
game41,205,208,So she says she sees someone jumping.,M,5,NA,NA,NA,5,5,Y,189
game41,208,210,I see someone jumping.,id13,5,NA,NA,NA,5,5,Y,189
game41,208,210,[mumble] jumping,id14,5,S,NA,Y,5,5,Y,189
game41,210,213,Go ahead and touch your guess.,M,5,NA,NA,NA,5,5,Y,189
game41,213,214,I don't know.,M,5,NA,NA,NA,5,5,Y,189
game41,214,219,"I can't see her screen either, so you're just going to touch whichever one's your guess.",M,5,NA,NA,NA,5,5.5,Y,189
game41,219,221,Great job!,M,5,NA,NA,NA,5.5,6,Y,189
game41,221,223,Smurfie's going to come back over here.,M,5,NA,NA,NA,6,6,Y,189
game41,223,227,Now I see someone jumping again.,id13,6,S,NA,Y,6,6.5,NA,219
game41,227,230,I see someone jumping again.,id13,6,S,someone jumping,Y,6,6.5,NA,219
game41,230,231,Great!,I,6,NA,NA,NA,6.5,7,NA,219
game41,231,233,Let's pass it again.,I,6,NA,NA,NA,7,7,NA,219
game41,233,234,"Here you are, [id13].",M,6,NA,NA,NA,7,7,NA,219
game41,234,238,Now I see someone jumping again.,id13,7,L,NA,Y,7,7,NA,230
game41,238,243,This one kind of looks like-,id13,7,NA,NA,NA,7,7,NA,230
game41,243,245,"[id13], let's listen.",M,7,NA,NA,NA,7,7,NA,230
game41,245,253,It kind of seems like someone dying.,id14,7,S,someone dying,Y,7,7,NA,230
game41,253,256,I see what that looks like dying too.,id13,7,L,NA,Y,7,7,NA,230
game41,256,263,"All right, you can go ahead and tap it.",M,7,NA,NA,NA,7,8,NA,230
game41,263,265,"All right, we're going to pass Smurfie on.",M,7,NA,NA,NA,8,8,NA,230
game41,265,267,So now we're going to tell her about the one in the box.,M,8,NA,NA,NA,8,8,Y,262
game41,267,270,I see a flamingo.,id13,8,S,a flamingo,Y,8,8,Y,262
game41,270,272,She sees a flamingo.,I,8,NA,NA,NA,8,8,Y,262
game41,272,279,I can't see it.,id14,8,L,NA,Y,8,8,Y,262
game41,279,285,"[id13], should we tell [id14] a little bit more about what you see in the black box?",I,8,NA,NA,NA,8,8,Y,262
game41,285,290,I see something.,id13,8,S,NA,Y,8,8,Y,262
game41,290,300,I see a triangle and a person holding it with one leg.,id13,8,S,a triangle and a person holding it with one leg,Y,8,8,Y,262
game41,300,304,She sees a triangle and a person with one leg.,I,8,NA,NA,NA,8,8,Y,262
game41,304,322,"I can see a person with one leg, but I can't see a person where the person is holding it.",id14,8,L,NA,Y,8,8.5,Y,262
game41,322,325,Good job!,I,8,NA,NA,NA,8.5,9,Y,262
game41,325,326,Here you are.,M,8,NA,NA,NA,9,9,Y,262
game41,326,327,Now what do we see?,I,9,NA,NA,NA,9,9,Y,324
game41,327,329,A person walking.,id14,9,S,A person walking,Y,9,9,Y,324
game41,329,333,"[id14] sees a person walking, [id13].",I,9,NA,NA,NA,9,9,Y,324
game41,329,333,Smurfy [something something],id13,9,NA,NA,NA,9,9,Y,324
game41,333,334,I'm glad!,M,9,NA,NA,NA,9,9,Y,324
game41,334,336,He's making so many guesses.,M,9,NA,NA,NA,9,9,Y,324
game41,336,338,We're going to help him make another one.,M,9,NA,NA,NA,9,9,Y,324
game41,338,342,We're going to listen to our friend while she sees it in the box.,M,9,NA,NA,NA,9,9,Y,324
game41,342,344,I see a person walking.,id14,9,S,a person walking,Y,9,9,Y,324
game41,344,348,The person's head is square.,id14,9,S,the person’s head is square,Y,9,9,Y,324
game41,344,348,I see a person walking,id13,9,L,NA,Y,9,9,Y,324
game41,348,355,You're going to push it.,M,9,NA,NA,NA,9,9.5,Y,324
game41,355,360,"All right, Mr. Smurfie.",M,10,NA,NA,NA,9.5,10,Y,356
game41,360,365,"[id13], what do you see in the black box?",M,10,NA,NA,NA,10,10,Y,356
game41,365,369,Someone with a triangle and one leg.,id13,10,S,someone with a triangle and one leg,Y,10,10,Y,356
game41,369,376,"[id14], [id13] says that she sees someone with a triangle and one leg.",I,10,NA,NA,NA,10,10.5,Y,356
game41,376,379,Great!,I,10,NA,NA,NA,10.5,11,Y,356
game41,379,384,There you are.,M,10,NA,NA,NA,11,11,Y,356
game41,384,388,I see a person walking with a square head.,id14,11,S,a person walking with a square head,Y,11,11,Y,378
game41,388,390,[id13] and Smurfie.,M,11,NA,NA,NA,11,11,Y,378
game41,390,393,[id14] says she sees someone walking with a square head.,M,11,NA,NA,NA,11,11,Y,378
game41,393,395,Do you guys see that?,M,11,NA,NA,NA,11,11,Y,378
game41,395,398,Go ahead and make your guess.,M,11,NA,NA,NA,11,11,Y,378
game41,398,400,That's so silly.,M,11,NA,NA,NA,11,11,Y,378
game41,400,402,Let's make the guess together.,I,11,NA,NA,NA,11,11,Y,378
game41,402,406,Smurfie wants to guess.,M,11,NA,NA,NA,11,11,Y,378
game41,406,408,She says it's walking with a square head.,M,11,NA,NA,NA,11,11,Y,378
game41,408,410,"I see one, too.",id13,11,L,NA,Y,11,11,Y,378
game41,410,414,Go ahead and make your guess.,M,11,NA,NA,NA,11,11.5,Y,378
game41,414,419,"All right, Mr. Smurfie.",M,12,NA,NA,NA,11.5,12,NA,415
game41,419,421,"[id13], what do you see in the black box?",M,12,NA,NA,NA,12,12,NA,415
game41,421,429,I see someone that looks like dying.,id13,12,S,someone that looks like dying,Y,12,12,NA,415
game41,429,431,Listen carefully to [id13].,I,12,NA,NA,NA,12,12,NA,415
game41,431,434,Do you want to repeat?,I,12,NA,NA,NA,12,12,NA,415
game41,434,441,I see someone that looks like dying.,id13,12,S,NA,Y,12,12.5,NA,415
game41,441,445,"[id13], what do you see in the black box?",I,12,NA,NA,NA,12.5,13,NA,415
game41,445,447,Alright.,I,12,NA,NA,NA,13,13,NA,415
game41,447,450,What do we see?,I,13,NA,NA,NA,13,13,Y,442
game41,450,452,A person jumping.,id14,13,S,a person jumping,Y,13,13,Y,442
game41,452,458,"All right, [id13] and Smurfie, do we see a person jumping?",M,13,NA,NA,NA,13,13,Y,442
game41,458,459,Yes.,id13,13,NA,NA,NA,13,13,Y,442
game41,459,465,"All right, you guys can go ahead and make your guess.",M,13,NA,NA,NA,13,13,Y,442
game41,465,469,Come on.,id14,13,S,NA,Y,13,13,Y,442
game41,469,472,I'm looking for a smiley face.,id14,13,S,NA,Y,13,NA,Y,442
game41,472,475,All right.,M,13,NA,NA,NA,13,NA,Y,442
game41,475,479,"Yay, we just helped Smurfie and we're done with our game.",M,13,NA,NA,NA,13,NA,Y,442
game41,479,481,Thank you guys for playing our game.,M,13,NA,NA,NA,13,NA,Y,442
game41,481,482,Thank you.,I,13,NA,NA,NA,13,NA,Y,442
game41,482,483,I will now turn the camera off.,I,13,NA,NA,NA,13,NA,Y,442
game41,483,485,Do you guys want to wave goodbye?,M,13,NA,NA,NA,13,NA,Y,442
game41,485,486,Goodbye.,id14,13,NA,NA,NA,13,NA,Y,442
game41,486,500,Bye-bye.,I,13,NA,NA,NA,13,NA,Y,442
game42,-119,-113,"You guys want to wave to the camera? Hi, [id15], hi!",I,NA,NA,NA,NA,NA,0,NA,NA
game42,-109,-104,"Alright my friends, since today we're going to play a super fun matching game. Let us show you how it works.",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-104,-100,Now this is Smurphy. Should we say hi to Smurphy?,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-100,-99,Hi.,id16,NA,NA,NA,NA,NA,0,NA,NA
game42,-99,-98,Hi.,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-98,-97,Hi.,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-97,-93,Now Smurphy really really wants to play this matching game.,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-93,-88,And he wants to guess the correct picture in the black box.,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-88,-83,Because the both of you will be getting two pictures on your screens.,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-83,-78,But only one of you friends will be getting one picture in a black box.,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-78,-77,Okay?,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-77,-73,"If you have Smurphy, you will be the guesser.",I,NA,NA,NA,NA,NA,0,NA,NA
game42,-73,-70,Meaning that you will guess which picture is in the black box.,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-70,-66,"But if you don't have Smurphy, you will be the teller.",I,NA,NA,NA,NA,NA,0,NA,NA
game42,-66,-62,And you will tell my friends what you see in the black box.,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-62,-61,Okay?,I,NA,NA,NA,NA,NA,0,NA,NA
game42,-61,-59,Alright my friends.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-59,-54,"So, if you have Smurphy, are you guessing or are you telling?",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-54,-53,Guessing.,id15,NA,NA,NA,NA,NA,0,NA,NA
game42,-53,-52,That's right.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-52,-49,"And if you don't have Smurphy, are you guessing or are you telling?",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-49,-48,Telling.,id16,NA,NA,NA,NA,NA,0,NA,NA
game42,-48,-47,That's right.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-47,-42,"So, when you're ready, you and Smurphy are going to make a guess by tapping on the screen.",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-42,-39,"So, after you make your guess, you're going to see a picture.",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-39,-36,"If it's a smiley face, great job!",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-36,-34,You helped Smurphy get the right match.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-34,-32,"If you see a sad face, that's okay.",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-32,-29,"It wasn't a match, but you can help Smurphy later.",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-29,-27,Do you guys have any questions?,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-25,-24,Great!,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-24,-23,"So, what do you say?",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-23,-22,Should we try one out?,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-22,-21,Yeah.,id16,NA,NA,NA,NA,NA,0,NA,NA
game42,-21,-20,Alright.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-20,-18,Go ahead and press the button.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-18,-17,Oop.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-17,-16,This button.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-16,-15,Quick.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-15,-13,"So, you don't want to press it.",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-13,-10,You just want to go bloop.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-10,-8,Can I see your hand?,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-8,-7,Go point finger.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-7,-4,"And you go bloop, bloop, bloop, get up.",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-4,-3,No!,M,NA,NA,NA,NA,NA,0,NA,NA
game42,-3,-1,"Okay, I'm going to press it and then we'll try it again.",M,NA,NA,NA,NA,NA,0,NA,NA
game42,-1,0,Like that.,M,NA,NA,NA,NA,NA,0,NA,NA
game42,0,1,Do you see how I just did it?,M,NA,NA,NA,NA,NA,0,NA,NA
game42,1,2,Yay!,M,NA,NA,NA,NA,0,0,NA,NA
game42,2,3,"So, you have the box.",I,0,NA,NA,NA,0,0,Y,0
game42,3,4,"So, you will have Smurphy.",I,0,NA,NA,NA,0,0,Y,0
game42,4,6,"And we will guess, okay?",I,0,NA,NA,NA,0,0,Y,0
game42,6,8,[id15] has a picture in a black box.,I,0,NA,NA,NA,0,0,Y,0
game42,8,9,We'll guess what she sees.,I,0,NA,NA,NA,0,0,Y,0
game42,9,11,What do you see in the box?,M,0,NA,NA,NA,0,0,Y,0
game42,11,12,Apple.,id15,0,S,apple,Y,0,0,Y,0
game42,12,13,Apple.,I,0,NA,NA,NA,0,0,Y,0
game42,13,14,Do you see an apple?,I,0,NA,NA,NA,0,0,Y,0
game42,14,15,Yeah.,I,0,NA,NA,NA,0,0,Y,0
game42,15,17,Let's press it.,I,0,NA,NA,NA,0,0,Y,0
game42,17,18,What?,I,0,NA,NA,NA,0,0,Y,0
game42,18,20,Let's press it.,I,0,NA,NA,NA,0,0,Y,0
game42,20,21,Yay!,I,0,NA,NA,NA,0,0.5,Y,0
game42,21,22,Good job!,I,0,NA,NA,NA,0,0.5,Y,0
game42,22,24,Let's get this back.,I,0,NA,NA,NA,0.5,0.5,Y,0
game42,24,26,"Now, it will be [id15]'s turn.",I,1,NA,NA,NA,0.5,1,Y,25
game42,26,27,"Got it, Smurphy.",I,1,NA,NA,NA,1,1,Y,25
game42,27,30,"Now, what do we see, [id16]?",I,1,NA,NA,NA,1,1,Y,25
game42,30,36,What do you see in the black box?,I,1,NA,NA,NA,1,1,Y,25
game42,36,39,Crow,id16,1,S,crow,Y,1,1,Y,25
game42,39,41,He sees a crow.,I,1,NA,NA,NA,1,1,Y,25
game42,41,42,Do you see a crow?,I,1,NA,NA,NA,1,1,Y,25
game42,42,43,Yeah.,I,1,NA,NA,NA,1,1,Y,25
game42,43,46,Go ahead and touch it.,I,1,NA,NA,NA,1,1,Y,25
game42,46,48,Quick touch.,M,1,NA,NA,NA,1,1,Y,25
game42,48,50,"So, we don't want to hold it.",M,1,NA,NA,NA,1,1,Y,25
game42,50,51,We just want to go like this.,M,1,NA,NA,NA,1,1,Y,25
game42,51,53,We want to go boop.,M,1,NA,NA,NA,1,1,Y,25
game42,53,55,Quick touch.,M,1,NA,NA,NA,1,1,Y,25
game42,55,58,And touch.,M,1,NA,NA,NA,1,1,Y,25
game42,58,59,All right.,M,1,NA,NA,NA,1,1,Y,25
game42,59,60,Can you see your hand?,M,1,NA,NA,NA,1,1,Y,25
game42,60,61,"So, we're going to go like this.",M,1,NA,NA,NA,1,1,Y,25
game42,61,63,We're going to go boop.,M,1,NA,NA,NA,1,1,Y,25
game42,63,64,Yay!,M,1,NA,NA,NA,1,1.5,Y,25
game42,64,65,See how we do that?,M,2,NA,NA,NA,1,1.5,Y,68
game42,65,66,Yeah.,M,2,NA,NA,NA,1.5,1.5,Y,68
game42,66,67,That sounds good.,M,2,NA,NA,NA,1.5,1.5,Y,68
game42,67,68,All right.,M,2,NA,NA,NA,1.5,2,Y,68
game42,68,69,"Now, we're going to move Smurphy.",I,2,NA,NA,NA,1.5,2,Y,68
game42,69,71,It'll be your turn to guess now.,I,2,NA,NA,NA,2,2,Y,68
game42,71,73,"Now, what do we see [id15]?",I,2,NA,NA,NA,2,2,Y,68
game42,73,78,I see a square.,id15,2,S,a square,Y,2,2,Y,68
game42,78,81,What do you see inside this box?,M,2,NA,NA,NA,2,2,Y,68
game42,81,82,I see a square.,id15,2,S,NA,Y,2,2,Y,68
game42,82,83,Uh-huh.,M,2,NA,NA,NA,2,2,Y,68
game42,83,86,with one feet.,id15,2,S,with one feet,Y,2,2,Y,68
game42,86,87,Uh-huh.,id15,2,NA,NA,NA,2,2,Y,68
game42,87,93,"And one, I don't know, this one.",id15,2,S,NA,Y,2,2,Y,68
game42,93,97,"So, she sees a square with one foot.",M,2,NA,NA,NA,2,2,Y,68
game42,97,99,I see a square with one foot.,id16,2,L,NA,Y,2,2,Y,68
game42,99,102,Let's press it.,I,2,NA,NA,NA,2,2,Y,68
game42,102,103,Great.,I,2,NA,NA,NA,2,2,Y,68
game42,103,104,Okay.,I,2,NA,NA,NA,2,2.5,Y,68
game42,104,106,"Now, it'll be [id15]'s turn.",I,3,NA,NA,NA,2,2.5,NA,108
game42,106,107,Here you are.,I,3,NA,NA,NA,2.5,2.5,NA,108
game42,107,110,And let's tell [id15] and Smurphy what we see.,I,3,NA,NA,NA,2.5,3,NA,108
game42,110,111,Okay?,I,3,NA,NA,NA,3,3,NA,108
game42,111,114,What do we see in the black box?,I,3,NA,NA,NA,3,3,NA,108
game42,114,116,"Oh, not yet [id15].",M,3,NA,NA,NA,3,3.5,NA,108
game42,116,120,"So, next time, my friend, we want to wait until our friend over here can tell us what he sees.",M,4,NA,NA,NA,3.5,4,Y,119
game42,120,121,That sound good?,M,4,NA,NA,NA,4,4,Y,119
game42,121,122,Okay.,M,4,NA,NA,NA,4,4,Y,119
game42,122,123,Yeah.,M,4,NA,NA,NA,4,4,Y,119
game42,123,124,All right.,M,4,NA,NA,NA,4,4,Y,119
game42,124,125,I'm going to move Smurphy.,M,4,NA,NA,NA,4,4,Y,119
game42,125,126,Do-do-do-do.,M,4,NA,NA,NA,4,4,Y,119
game42,126,128,"So, what do you see in this box?",M,4,NA,NA,NA,4,4,Y,119
game42,128,130,I see a guy.,id15,4,S,a guy,Y,4,4,Y,119
game42,130,132,Do you see a guy?,M,4,NA,NA,NA,4,4,Y,119
game42,132,134,Do you see a guy?,M,4,NA,NA,NA,4,4,Y,119
game42,134,136,I see a guy.,id16,4,L,NA,Y,4,4,Y,119
game42,136,137,Do you see one?,I,4,NA,NA,NA,4,4,Y,119
game42,137,138,Uh-huh.,id16,4,NA,NA,NA,4,4,Y,119
game42,138,140,Should we press it?,I,4,NA,NA,NA,4,4,Y,119
game42,140,141,Great.,I,5,NA,NA,NA,4,4.5,Y,145
game42,141,142,Okay.,I,5,NA,NA,NA,4,4.5,Y,145
game42,142,143,All right.,I,5,NA,NA,NA,4.5,4.5,Y,145
game42,143,144,Smurphy.,I,5,NA,NA,NA,4.5,4.5,Y,145
game42,144,148,"Now, what do we see in the box?",I,5,NA,NA,NA,4.5,5,Y,145
game42,148,149,I see.,id15,5,L,NA,Y,5,5,Y,145
game42,149,150,Wait,M,5,NA,NA,NA,5,5,Y,145
game42,150,152,You're holding Smurphy?,M,5,NA,NA,NA,5,5,Y,145
game42,152,153,Guessing.,M,5,NA,NA,NA,5,5,Y,145
game42,153,154,Yeah.,M,5,NA,NA,NA,5,5,Y,145
