start,end,text,speaker,trial,role,echo,description,backchannel
261000,263000,What does it look like?,I,,,,,
263000,266000,It's on the floor and it has a triangle.,id34,,S,,on the floor and it has a triangle,Y
266000,268000,On the floor and it has a triangle.,I,,,Y,,
268000,270000,Do you see that?,I,,,,,
270000,274000,Let's press it.,I,,,,,
274000,277000,Let's try again.,I,,,,,
277000,278000,Great.,I,8,,,,
278000,280000,"Okay, here you go.",I,,,,,
280000,283000,"Now, [id33], what do we see?",I,,,,,
283000,285000,A person sad walking again.,id33,,S,,a person sad walking again,Y
285000,288000,A person sat walking again.,I,,,Y,,
288000,290000,[id33].,I,,,,,
290000,292000,"Great, here you go.",I,9,,,,
292000,294000,"[id34], what do we see?",I,,,,,
294000,298000,A person holding a triangle.,id34,,S,,a person holding a triangle,Y
298000,300000,Sad walking.,id33,,L,,,Y
300000,303000,She says she sees a person holding a triangle.,I,,,Y,,
303000,304000,Do you see that?,I,,,,,
304000,305000,Uh huh.,id33,,L,,,Y
305000,307000,Let's press it.,I,,,,,
307000,309000,Let's try again.,I,,,,,
309000,310000,Great.,I,,,,,
310000,313000,Let's pass Smurphy on to [id34].,I,10,,,,
313000,315000,"Okay, now [id33], what do we see in the box?",I,,,,,
315000,317000,Sad walking.,id33,,S,,sad walking,Y
317000,318000,Sad walking.,I,,,Y,,
318000,321000,Not again.,id33,,S,,,Y
321000,323000,Here you go.,I,,,,,
323000,326000,"[id34], what do we see?",I,11,,,,
326000,331000,A triangle that's on the ground again.,id34,,S,,a triangle that’s on the ground again,Y
331000,333000,"A triangle that's on the ground again, [id33].",I,,,Y,,
333000,335000,Do you see that?,I,,,,,
335000,337000,Let's press it.,I,12,,,,
337000,340000,Let's try again.,I,,,,,
340000,341000,Great.,I,,,,,
341000,344000,"Okay, here you go.",I,,,,,
344000,347000,"Now, [id33], what do we see?",I,,,,,
347000,349000,A flying person.,id33,,S,,a flying person,Y
349000,350000,A flying person.,I,,,Y,,
350000,351000,"No, a butterfly.",id33,,S,,a butterfly,Y
351000,353000,"Oh, a butterfly.",I,,,,,
353000,355000,Here you go.,I,,,,,
355000,357000,"Now, you will be guessing.",I,,,,,
357000,358000,"[id34], what do we see again?",I,13,,,,
358000,361000,A person holding a triangle.,id34,,S,,a person holding a triangle,Y
361000,366000,A person holding a triangle.,I,,,Y,,
366000,368000,Great.,I,,,,,
368000,370000,"Yeah, that was good.",I,,,,,
370000,372000,"Well, my friends, we are done with the game.",I,,,,,
372000,374000,Thank you guys so much for helping Sophie,I,,,,,
374000,376000,guess the correct pictures.,I,,,,,
376000,378000,"Now, I'll turn the camera off.",I,,,,,
378000,380000,Do you guys want to wave bye bye?,I,,,,,
380000,382000,Bye.,id34,,,,,
382000,397000,Bye.,I,,,,,
