start,end,text,speaker,trial,role,echo,description,backchannel
103000,105000,You guys can always try again.,I,,,,,
105000,109000,,I,,,,,
109000,111000,,,,,,,
111000,113000,,,,,,,
113000,116000,,,,,,,
116000,118000,Does that sound good with you guys?,I,,,,,
118000,120000,Should we start? Should we help Smurfy guess the right quiz?,I,,,,,
120000,121000,Okay.,I,,,,,
121000,125000,"So now to begin, we will press on the blue button.",I,,,,,
125000,127000,Let's press.,I,,,,,
127000,128000,Okay.,I,0,,,,
128000,131000,"So [id46] will hold Smurfy and [id45],",I,,,,,
131000,134000,we will tell [id46] what we see in the black box.,I,,,,,
134000,136000,What does that look like?,I,,,,,
136000,137000,Bird.,id45,,S,,bird,
137000,138000,She sees a bird.,I,,,Y,,
138000,140000,Do you see a bird?,I,,,Y,,
140000,142000,Let's press on it.,I,,,,,
142000,143000,Great.,I,1,,,,
143000,145000,So that was a match.,I,,,,,
145000,148000,"Now [id45] will guess, okay?",I,,,,,
148000,150000,What does that look like to you?,I,,,,,
150000,152000,A dog.,id46,,S,,dog,
152000,153000,A what?,I,,,,,
153000,154000,A dog.,id46,,S,,dog,
154000,156000,A dog. Do you see a dog?,I,,,Y,,
156000,158000,Let's press on it.,I,,,,,
158000,160000,[id45] will press on it.,I,2,,,,
160000,161000,Perfect.,I,,,,,
164000,167000,"Now [id45], what does that look like to you?",I,,,,,
167000,169000,I don't know.,id45,,S,,,Y
169000,172000,"Yeah, it's kind of silly, huh?",I,,,,,
172000,174000,What does it look like?,I,,,,,
174000,176000,I don't know.,id45,,S,,,
176000,178000,I don't know.,id45,,S,,,
178000,179000,What do you see?,I,,,,,
179000,180000,I want to follow that.,id46,,,,,
180000,181000,That's okay.,I,,,,,
181000,184000,"Let's listen carefully to [id45], okay?",I,,,,,
184000,185000,Let's help.,I,,,,,
185000,188000,Let's help [id46] guess.,I,,,,,
188000,191000,I don't know what they're like.,id45,,L,,,Y
191000,193000,It's interesting.,I,,,,,
193000,196000,What does it kind of look like?,I,,,,,
196000,200000,I don't know.,id45,,,,,
200000,204000,That is a tough question.,I,,,,,
204000,210000,How would we tell [id46] what this looks like in order to help make a guess?,I,,,,,
210000,213000,"Because we want to help Smurfy guess, right?",I,,,,,
213000,215000,You don't know?,I,,,,,
215000,218000,"Well [id46], let's try to make our best guess.",I,,,,,
218000,221000,Let's try to make one guess on the screen.,I,,,,,
221000,223000,Let's try to make it with Smurfy together.,I,,,,,
223000,225000,Should we try?,I,,,,,
225000,228000,Let's just tap on one that you think it is.,I,3,,,,
228000,230000,It was a match.,I,,,,,
230000,231000,It's a match.,I,,,,,
231000,233000,"Yeah, okay, here you go.",I,,,,,
233000,238000,"Now [id46], what does that look like to you?",I,,,,,
238000,239000,Triangle.,id46,,S,,triangle,
239000,241000,A triangle?,I,,,Y,,
241000,243000,"Okay, let's tell [id45] what we see.",I,,,,,
243000,245000,"So you see a triangle, right?",I,,,Y,,
245000,249000,"Well [id45], [id46] says that he sees a triangle.",I,,,,,
249000,252000,See a triangle?,I,,,Y,,
252000,260000,What else does it look like to you?,I,,,,,
260000,262000,What does it kind of look like?,I,,,,,
262000,264000,A triangle.,id46,,S,,a triangle,
264000,266000,"Okay, well [id45], listen up.",I,,,,,
266000,269000,[id46] said that he sees a triangle.,I,,,,,
269000,272000,Let's try to make the best guess that we can.,I,,,,,
272000,275000,Which one looks like a triangle?,I,,,Y,,
275000,278000,Let's press on.,I,,,,,
278000,280000,"Great, it was a match.",I,,,,,
280000,282000,Here we go.,I,4,,,,
282000,285000,"Now [id45], my friend, what does that look like?",I,,,,,
285000,287000,Walking the people.,id46,,L,,walking the people,
287000,289000,"Let's listen up, okay?",I,,,,,
289000,290000,It looks like a person.,id45,,S,,a person,
290000,292000,It looks like a person?,I,,,Y,,
292000,295000,"So [id46], [id45] says it looks like a person.",I,,,Y,,
295000,297000,Which one looks like a person to you?,I,,,Y,,
297000,299000,Let's press on it.,I,5,,,,
299000,302000,"Great, let's pass.",I,,,,,
302000,304000,"Okay, [id46].",I,,,,,
304000,306000,What does that look like to you?,I,,,,,
306000,307000,A person.,id46,,S,,a person,
307000,310000,"A person? Okay, [id46] says a person.",I,,,Y,,
310000,313000,"[id45], which one looks like a person?",I,,,Y,,
313000,316000,Let's press on it.,I,,,,,
316000,319000,"Great, my friends.",I,6,,,,
319000,322000,"Okay, [id45], what does that look like to you?",I,,,,,
322000,323000,A person.,id45,,S,,a person,
323000,324000,It looks like a person.,I,,,Y,,
324000,325000,Do you see a person?,I,,,,,
325000,328000,Let's press on it.,I,,,,,
328000,331000,"Great, you guys are helping Smurfy guess.",I,7,,,,
331000,334000,"Okay, what does that look like to you?",I,,,,,
334000,335000,A cowboy.,id46,,S,,a cowboy,
335000,337000,A cowboy?,I,,,Y,,
337000,339000,[id46] says that it looks like a cowboy.,I,,,Y,,
339000,341000,Which one looks like a cowboy?,I,,,Y,,
341000,343000,Let's press on it.,I,8,,,,
343000,345000,"Great, my friends.",I,,,,,
345000,347000,Here you go.,I,,,,,
347000,352000,"[id45], now what does that look like to you?",I,,,,,
352000,353000,A whale.,id45,,S,,a whale,
353000,354000,A whale.,I,,,Y,,
354000,355000,Do you see a whale?,I,,,Y,,
355000,357000,Let's press on it.,I,,,,,
357000,359000,Ready?,I,,,,,
359000,361000,"Okay, let's continue on.",I,,,,,
361000,362000,Here you go.,I,9,,,,
362000,365000,What does that look like?,I,,,,,
365000,366000,A person?,id46,,S,,a person,
366000,367000,Looks like a person.,I,,,Y,,
367000,369000,"Do you see a person, [id45]?",I,,,Y,,
369000,372000,Let's press on it.,I,,,,,
372000,373000,Ready?,I,,,,,
373000,375000,I press that.,id46,10,,,,
375000,378000,"Okay, [id45], what does that look like?",I,,,,,
378000,379000,A person.,id45,,S,,a person,
379000,380000,A person.,I,,,Y,,
380000,381000,Do you see a person?,I,,,Y,,
381000,383000,Press on it.,I,,,,,
383000,386000,"Great, let's press on it.",I,11,,,,
386000,389000,"Okay, what does that look like to you?",I,,,,,
389000,390000,A boat.,id46,,S,,a boat,
390000,392000,A boat.,I,,,Y,,
392000,394000,"[id46] says a boat, [id45].",I,,,Y,,
394000,395000,A boat.,id46,,S,,a boat,
395000,397000,People standing in the boat.,id46,,S,,people standing in the boat,
397000,399000,People standing in the boat?,I,,,Y,,
399000,400000,Which one does it look like?,I,,,,,
400000,401000,The boat.,id46,,S,,the boat,
401000,403000,Which one does that look like?,I,,,,,
403000,405000,Let's press it.,I,12,,,,
405000,407000,Let's try it again.,I,,,,,
407000,409000,Great.,I,,,,,
409000,411000,Here you go.,I,,,,,
411000,413000,"[id45], what does that look like?",I,,,,,
413000,414000,A person.,id45,,S,,a person,
414000,415000,A person.,I,,,Y,,
415000,417000,Let's press on it.,I,,,,,
417000,418000,That's okay.,I,,,,,
418000,420000,"It wasn't a match, but we can try again.",I,13,,,,
420000,421000,Okay.,I,,,,,
421000,422000,Do-do-do-do-do.,I,,,,,
422000,423000,Blop.,I,,,,,
423000,424000,Blop.,I,,,,,
424000,426000,Now what does that look like to you?,I,,,,,
426000,427000,A person.,id46,,S,,a person,
427000,428000,It looks like a person.,I,,,Y,,
428000,430000,"[id45], which one looks like a person?",I,,,Y,,
430000,433000,Let's press on it.,I,,,,,
433000,435000,"Great, it was a match.",I,,,,,
435000,437000,Here you go.,I,,,,,
437000,440000,"Well, my friends, we just finished the game.",I,,,,,
440000,442000,Thank you guys so much for playing our game.,I,,,,,
442000,443000,What is this?,id46,,,,,
443000,444000,That's confetti.,I,,,,,
444000,446000,I will turn it off.,I,,,,,
446000,448000,Turn the camera off.,I,,,,,
448000,450000,Do you guys want to say bye-bye?,I,,,,,
450000,451000,Bye-bye.,id45,,,,,
451000,477000,Bye-bye.,id46,,,,,
