start,end,text,speaker,trial,role,echo,description,backchannel
100000,101000,So you have the black box.,M,0,,,,
101000,102000,So you're going to be the teller.,M,0,,,,
102000,108000,So we will wait for [id13] to describe what she sees in the black box.,I,0,,,,
108000,110000,A bird.,id13,,S,,A bird,Y
110000,113000,A bird.,I,,,Y,,
113000,115000,I have that one.,id14,,L,,,Y
115000,117000,Touch which one you think it is.,M,,,,,
117000,119000,I got a smiley face.,id13,,,,,
119000,120000,"Oh my gosh, that's a match.",M,,,,,
120000,121000,Did you get one too?,I,,,,,
121000,123000,"Yeah, I got one.",id14,,,,,
123000,125000,Now it will be [id13]'s turn to guess.,I,1,,,,
125000,127000,So now what do you see [id14]?,I, ,,,,
127000,129000,A banana.,id14,,S,,A banana,Y
129000,131000,I see a banana.,id13,,,,,
131000,134000,So tap which one you think it is.,M,,,,,
134000,135000,Yay!,M,,,,,
135000,138000,I got a green box with a smiley face.,id14,,,,,
138000,139000,Yay!,M,,,,,
139000,141000,So that means it was a match.,M,,,,,
141000,143000,"Now [id13], it's your turn.",M,2,,,,
143000,147000,You're just going to tell our friend what you see in the box.,M,,,,,
147000,150000,I see a person in the box.,id13,,S,,a person,Y
150000,151000,A person?,M,,,Y,,
151000,152000,Woo!,M,,,,,
152000,155000,Give me some hints.,id14,,L,,,Y
155000,157000,I've got two people.,id14,,L,,,Y
157000,162000,One is holding out something and the other is walking.,id14,,L,,,Y
162000,166000,Do you want to give her more hints?,M,,,,,
166000,167000,What?,id13,,,,,
167000,171000,She's asking can you give her a little bit more hints because she sees two people too.,M,,,Y,,
171000,172000,I see two people.,id13,,S,,,Y
172000,174000,"Oh, so the one in the box.",M,,,,,
174000,179000,Do you want to give her more hints about it?,M,,,,,
179000,180000,It's okay.,M,,,,,
180000,182000,I know they look kind of funny.,M,,,,,
182000,185000,You're just going to talk about whatever you think it looks like.,M,,,,,
185000,193000,"Listen to [id13] very carefully, okay?",I,,,,,
193000,199000,It looks like an animal.,id13,,S,,an animal,Y
199000,202000,An animal?,I,,,Y,,
202000,214000,So is that the one that looks like an animal that's holding out something?,id14,,L,,,Y
214000,219000,Great job!,I,,,,,
219000,221000,Now what do we see?,I,3,,,,
221000,224000,A person walking.,id14,,S,,A person walking,Y
224000,232000,So our friend says she sees someone walking in the box.,M,,,Y,,
232000,235000,I don't see any blocks.,id13,,L,,,Y
235000,237000,I don't see a box.,id13,,L,,,Y
237000,240000,"Oh, so since you have Smurfie, you are the guesser right now.",M,,,,,
240000,246000,"And [id14] is the teller, so she's telling you what she sees in the box.",M,,,,,
246000,249000,So she says she sees someone walking.,M,,,Y,,
249000,250000,I see someone walking.,id13,,L,,,Y
250000,254000,Then go ahead and guess.,M,,,,,
254000,255000,Yay!,M,,,,,
255000,256000,Great job!,M,,,,,
256000,258000,Now Smurfie goes back in.,M,4,,,,
258000,266000,Now I see a person with one leg.,id13,,S,,a person with one leg,Y
266000,267000,With one leg.,M,,,Y,,
267000,270000,A flamingo.,id13,,S,,,Y
270000,274000,I see a person with one leg too.,id14,,L,,,Y
274000,277000,A flamingo with a triangle.,id13,,S,,a flamingo with a triangle,Y
277000,280000,A flamingo with a triangle.,I,,,Y,,
280000,284000,I see a person with a triangle.,id14,,L,,,Y
284000,286000,That's okay.,I,,,,,
286000,289000,I had a sad face.,id13,,,,,
289000,290000,That's okay.,M,,,,,
290000,291000,That means there wasn't a match.,M,,,,,
291000,293000,You guys can keep up with Smurfie.,M,,,,,
293000,294000,Here you go.,M,5,,,,
294000,296000,Now you're going to guess.,M,,,,,
296000,299000,What do you see now?,I,,,,,
296000,299000,A person jumping,id14,,S,,a person jumping,Y
299000,301000,I see something funny.,id13,,L,,,Y
301000,304000,So she says she sees someone jumping.,M,,,Y,,
304000,306000,I see someone jumping.,id13,,,,,
304000,306000,[mumble] jumping,id14,,S,,,Y
306000,309000,Go ahead and touch your guess.,M,,,,,
309000,310000,I don't know.,M,,,,,
310000,315000,"I can't see her screen either, so you're just going to touch whichever one's your guess.",M,,,,,
315000,317000,Great job!,M,,,,,
317000,319000,Smurfie's going to come back over here.,M,,,,,
319000,323000,Now I see someone jumping again.,id13,6,S,,,Y
323000,326000,I see someone jumping again.,id13,,S,,someone jumping,Y
326000,327000,Great!,I,,,,,
327000,329000,Let's pass it again.,I,,,,,
329000,330000,"Here you are, [id13].",M,,,,,
330000,334000,Now I see someone jumping again.,id13,7,L,,,Y
334000,339000,This one kind of looks like-,id13,,,,,
339000,341000,"[id13], let's listen.",M,,,,,
341000,349000,It kind of seems like someone dying.,id14,,S,,someone dying,Y
349000,352000,I see what that looks like dying too.,id13,,L,,,Y
352000,359000,"All right, you can go ahead and tap it.",M,,,,,
359000,361000,"All right, we're going to pass Smurfie on.",M,,,,,
361000,363000,So now we're going to tell her about the one in the box.,M,8,,,,
363000,366000,I see a flamingo.,id13,,S,,a flamingo,Y
366000,368000,She sees a flamingo.,I,,,Y,,
368000,375000,I can't see it.,id14,,L,,,Y
375000,381000,"[id13], should we tell [id14] a little bit more about what you see in the black box?",I,,,,,
381000,386000,I see something.,id13,,S,,,Y
386000,396000,I see a triangle and a person holding it with one leg.,id13,,S,,a triangle and a person holding it with one leg,Y
396000,400000,She sees a triangle and a person with one leg.,I,,,Y,,
400000,418000,"I can see a person with one leg, but I can't see a person where the person is holding it.",id14,,L,,,Y
418000,421000,Good job!,I,,,,,
421000,422000,Here you are.,M,,,,,
422000,423000,Now what do we see?,I,9,,,,
423000,425000,A person walking.,id14,,S,,A person walking,Y
425000,429000,"[id14] sees a person walking, [id13].",I,,,Y,,
425000,429000,Smurfy [something something],id13,,,,,
429000,430000,I'm glad!,M,,,,,
430000,432000,He's making so many guesses.,M,,,,,
432000,434000,We're going to help him make another one.,M,,,,,
434000,438000,We're going to listen to our friend while she sees it in the box.,M,,,,,
438000,440000,I see a person walking.,id14,,S,,a person walking,Y
440000,444000,The person's head is square.,id14,,S,,the person’s head is square,Y
440000,444000,I see a person walking,id13,,L,,,Y
444000,451000,You're going to push it.,M,,,,,
451000,456000,"All right, Mr. Smurfie.",M,10,,,,
456000,461000,"[id13], what do you see in the black box?",M,,,,,
461000,465000,Someone with a triangle and one leg.,id13,,S,,someone with a triangle and one leg,Y
465000,472000,"[id14], [id13] says that she sees someone with a triangle and one leg.",I,,,Y,,
472000,475000,Great!,I,,,,,
475000,480000,There you are.,M,,,,,
480000,484000,I see a person walking with a square head.,id14,11,S,,a person walking with a square head,Y
484000,486000,[id13] and Smurfie.,M,,,,,
486000,489000,[id14] says she sees someone walking with a square head.,M,,,Y,,
489000,491000,Do you guys see that?,M,,,,,
491000,494000,Go ahead and make your guess.,M,,,,,
494000,496000,That's so silly.,M,,,,,
496000,498000,Let's make the guess together.,I,,,,,
498000,502000,Smurfie wants to guess.,M,,,,,
502000,504000,She says it's walking with a square head.,M,,,Y,,
504000,506000,"I see one, too.",id13,,L,,,Y
506000,510000,Go ahead and make your guess.,M,,,,,
510000,515000,"All right, Mr. Smurfie.",M,12,,,,
515000,517000,"[id13], what do you see in the black box?",M,,,,,
517000,525000,I see someone that looks like dying.,id13,,S,,someone that looks like dying,Y
525000,527000,Listen carefully to [id13].,I,,,,,
527000,530000,Do you want to repeat?,I,,,,,
530000,537000,I see someone that looks like dying.,id13,,S,,,Y
537000,541000,"[id13], what do you see in the black box?",I,,,,,
541000,543000,Alright.,I,,,,,
543000,546000,What do we see?,I,13,,,,
546000,548000,A person jumping.,id14,,S,,a person jumping,Y
548000,554000,"All right, [id13] and Smurfie, do we see a person jumping?",M,,,Y,,
554000,555000,Yes.,id13,,,,,
555000,561000,"All right, you guys can go ahead and make your guess.",M,,,,,
561000,565000,Come on.,id14,,S,,,Y
565000,568000,I'm looking for a smiley face.,id14,,S,,,Y
568000,571000,All right.,M,,,,,
571000,575000,"Yay, we just helped Smurfie and we're done with our game.",M,,,,,
575000,577000,Thank you guys for playing our game.,M,,,,,
577000,578000,Thank you.,I,,,,,
578000,579000,I will now turn the camera off.,I,,,,,
579000,581000,Do you guys want to wave goodbye?,M,,,,,
581000,582000,Goodbye.,id14,,,,,
582000,596000,Bye-bye.,I,,,,,
